traj,pulso,t,lat,lon,p_hPa,theta_K,AOD
1o_02-06mai_2024-05-03_-29.0_-50.0,1o_02-06mai,2024-04-20 00:00:00,-21.277680318202474,-42.02558551033349,860.2327025172965,298.8662685071491,0.059452753892386814
1o_02-06mai_2024-05-03_-29.0_-50.0,1o_02-06mai,2024-04-19 18:00:00,-21.984811919532532,-41.91086026378585,854.4732793123876,298.8662685071491,0.07521530006533908
1o_02-06mai_2024-05-03_-29.0_-50.0,1o_02-06mai,2024-04-19 12:00:00,-22.743055712505207,-42.61598745299962,847.5875251450608,298.8662685071491,0.06024054236757855
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-05 12:00:00,-29.5,-52.0,850.0,304.13663492073425,0.14642053345839182
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-05 06:00:00,-27.36391046975898,-53.613811238543875,853.7417182035712,304.13663492073425,0.10112332124956824
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-05 00:00:00,-25.780709305007058,-53.609510237138466,915.1781745349324,304.13663492073425,0.08057468415637879
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-04 18:00:00,-25.365167408851537,-53.55826155758424,987.0518484137932,304.13663492073425,0.09843409080975424
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-04 12:00:00,-23.915724662518564,-53.64495034280984,932.8969712054391,304.13663492073425,0.08878329920964743
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-04 06:00:00,-22.910332006645614,-53.89060843899719,952.3531620071442,304.13663492073425,0.03944452125415818
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-04 00:00:00,-22.486366952619687,-53.99967747766052,992.1743823635614,304.13663492073425,0.0374554191764207
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-03 18:00:00,-21.966543225524607,-54.06864857668428,1000.0,304.13663492073425,0.03748523486800331
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-03 12:00:00,-21.224334426261912,-54.25081574161321,987.3086829088477,304.13663492073425,0.040275657666655265
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-03 06:00:00,-19.944934355067097,-54.38387585417483,948.7734872135964,304.13663492073425,0.03354326332555492
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-03 00:00:00,-19.593392455351687,-54.24603374877928,995.6489986324481,304.13663492073425,0.030294767974578928
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-02 18:00:00,-19.122399327618584,-54.30907935613913,1000.0,304.13663492073425,0.03242583502399352
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-02 12:00:00,-18.325984209858387,-54.434293834726724,981.6565073627648,304.13663492073425,0.03206099953925656
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-02 06:00:00,-16.652484991201142,-53.84567943609771,926.9136274217941,304.13663492073425,0.015937781832338755
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-02 00:00:00,-16.21445392779677,-53.299493740564664,962.646565481221,304.13663492073425,0.013977859047669051
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-01 18:00:00,-15.993256851959806,-52.97797803129812,1000.0,304.13663492073425,0.010776848280932729
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-01 12:00:00,-15.756257122917116,-52.79472023329784,979.8937837094337,304.13663492073425,0.011050837371598024
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-01 06:00:00,-15.287367066274518,-52.65137188461571,941.2710447901508,304.13663492073425,0.014426742392328438
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-05-01 00:00:00,-14.936605814873534,-52.244577974454224,958.5253016551244,304.13663492073425,0.014568203403230544
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-30 18:00:00,-14.84389901685868,-52.04524437911266,1000.0,304.13663492073425,0.015394344538718616
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-30 12:00:00,-14.710491983223724,-51.65066098906415,976.9359082657948,304.13663492073425,0.016070442927246843
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-30 06:00:00,-14.518494478850046,-51.20063233109902,955.6158139766948,304.13663492073425,0.03157037826506158
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-30 00:00:00,-14.74055971673719,-51.15606311391947,1000.0,304.13663492073425,0.03529545470154353
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-29 18:00:00,-14.796168268636453,-51.02934524062934,1000.0,304.13663492073425,0.03958113967099843
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-29 12:00:00,-14.406309185949564,-50.70211328070907,955.9174562604528,304.13663492073425,0.03724450870502599
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-29 06:00:00,-13.614326971854927,-50.22020656621672,936.0607597313177,304.13663492073425,0.009411065413232151
