traj,pulso,nivel,t,lat,lon,AOD
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-03 12:00:00,-29.5,-52.0,0.11419638825787437
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-03 06:00:00,-28.65759966754886,-52.11126840958792,0.0592726378867663
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-03 00:00:00,-27.658027587631942,-52.97262578467406,0.04518212356352163
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-02 18:00:00,-27.60599243742629,-53.55496949985162,0.14764763137632303
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-02 12:00:00,-27.303773999229385,-54.717787311181404,0.1649246991980241
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-02 06:00:00,-26.05560827813095,-56.20124086233029,0.05072925813123104
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-02 00:00:00,-22.917357363013465,-58.37660053916803,0.03718326341673305
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-01 18:00:00,-19.718631335217943,-59.128649257980385,0.021826416292675583
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-01 12:00:00,-16.903934003645357,-60.18624630217455,0.020098429684553228
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-01 06:00:00,-14.708807463907558,-60.93228614092004,0.037168004874123604
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-05-01 00:00:00,-13.061811017233818,-60.91374874417435,0.032125915847642954
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-30 18:00:00,-12.024748365235176,-60.78860444605029,0.03203484172993326
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-30 12:00:00,-10.95846710304319,-60.38967754056672,0.03257912954467644
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-30 06:00:00,-10.005729521539026,-59.54341149945179,0.033998577546258964
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-30 00:00:00,-9.360103782543417,-58.58087582600403,0.03276897935716606
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-29 18:00:00,-8.982663501371082,-57.67188459092669,0.03551872925363609
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-29 12:00:00,-8.452839201474326,-56.73671897838982,0.03117440943531998
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-29 06:00:00,-7.7408036179893465,-55.222786085474155,0.08533964791275044
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-29 00:00:00,-7.419692978234129,-53.65064928491792,0.07373299454217863
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-28 18:00:00,-7.33170585047786,-52.144223713710176,0.07539872246355
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-28 12:00:00,-7.065561219180644,-50.82682717914522,0.09869670670895389
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-28 06:00:00,-6.951032080035392,-49.33851074246805,0.23959376007601965
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-28 00:00:00,-7.103378693396319,-47.80051619283184,0.18936109374677548
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-27 18:00:00,-7.303176407997382,-46.412953406201304,0.135318348784296
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-27 12:00:00,-7.531741667861011,-44.678573898439915,0.10855430664950759
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-27 06:00:00,-7.838518368151262,-42.92388661706936,0.05481241147177571
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-27 00:00:00,-8.236829344691142,-41.255654812765016,0.03953305357768093
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-26 18:00:00,-8.83656848534755,-39.89319455987223,0.03903376064133064
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-26 12:00:00,-9.536668209705317,-38.719558369150946,0.043719317971329094
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-26 06:00:00,-10.139085609704825,-37.5289666993479,0.03655652124224554
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-26 00:00:00,-10.405015338366681,-36.5639542870915,0.028054652214438845
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-25 18:00:00,-10.440195216311395,-35.67937458027117,0.02874667672688722
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_850,1o_pulso_02-06mai,850,2024-04-25 12:00:00,-10.342278874276301,-34.72899436032471,0.030298598759234782
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-03 12:00:00,-29.5,-52.0,0.11419638825787437
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-03 06:00:00,-29.00507943963353,-52.92100882747401,0.06594391928422298
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-03 00:00:00,-29.272413170871154,-54.188190926919596,0.061490825257466505
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-02 18:00:00,-29.873682062897238,-56.062791447033156,0.05944259895086302
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-02 12:00:00,-30.0692733604211,-59.15444336588857,0.0677644277149517
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-02 06:00:00,-29.955828743055825,-61.97256846981506,0.11202999137661088
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-02 00:00:00,-29.726869516557485,-63.799040522434424,0.11267260418776716
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-01 18:00:00,-29.187943089026064,-64.77172520852689,0.12803426319360262
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-01 12:00:00,-28.872234293728255,-65.22938340144117,0.09581086915613347
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-01 06:00:00,-28.048361985537266,-65.94780266008979,0.021613006988874136
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-05-01 00:00:00,-27.550200477463257,-66.9088253898962,0.007250255877405836
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-30 18:00:00,-27.303610014769124,-67.90450402932558,0.008938946374848456
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-30 12:00:00,-26.836277162831845,-68.54190242614969,0.015621109424212309
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-30 06:00:00,-26.444460417522865,-68.7653575308522,0.040748033504346595
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-30 00:00:00,-26.1642128150116,-68.88468030599678,0.02866100283192377
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-29 18:00:00,-25.84916203428959,-69.53823477139996,0.0262583811064359
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-29 12:00:00,-25.10210733668263,-70.4658482880513,0.03464793464602129
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-29 06:00:00,-24.982092322458733,-71.54975857817011,0.06848067795179287
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-29 00:00:00,-24.96111171002044,-72.72576263931174,0.08087819712357101
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-28 18:00:00,-25.14524413782025,-73.93335526687402,
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-28 12:00:00,-25.515576585779236,-75.48182771085551,
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-28 06:00:00,-25.67413518249248,-77.36442653995432,
1o_pulso_02-06mai_2024-05-03_-29.5_-52.0_700,1o_pulso_02-06mai,700,2024-04-28 00:00:00,-25.97868899549899,-78.9728980066943,
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-03 12:00:00,-30.5,-53.5,0.048537031643920474
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-03 06:00:00,-29.878717862688557,-53.058636379384986,0.05226779183168435
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-03 00:00:00,-28.834952718707413,-52.589167709850145,0.050816800525602154
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-02 18:00:00,-28.843837919188726,-53.82359655156665,0.06305568161838754
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-02 12:00:00,-28.633283620113712,-54.817129168765234,0.08894668221499184
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-02 06:00:00,-28.492181019042313,-56.06863913683588,0.11969873194581383
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-02 00:00:00,-28.97653919179262,-56.83375792164201,0.09442963726152918
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-01 18:00:00,-28.44342753160249,-58.30717541838258,0.16502464012092136
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-01 12:00:00,-27.107359234223804,-59.30440503119309,0.1172408661146995
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-01 06:00:00,-24.934933796644252,-60.3972569439212,0.09070839070644757
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-05-01 00:00:00,-22.110454791832254,-60.88160643542303,0.07979104480224335
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-30 18:00:00,-18.5108072393399,-61.60490551017487,0.07175838659023749
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-30 12:00:00,-15.974288660928634,-63.641698240664276,0.07820791339193686
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-30 06:00:00,-14.41371642926051,-65.06778455981149,0.05262344320130846
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-30 00:00:00,-13.29955465350702,-65.92822382477301,0.050233395641750715
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-29 18:00:00,-12.443392303146634,-66.3946340416306,0.059996147626949145
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-29 12:00:00,-11.533227117771673,-66.69640483272276,0.05965644367248862
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-29 06:00:00,-10.779870899184115,-66.80140273041151,0.0751810673934444
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-29 00:00:00,-10.263372207927299,-66.55844125685823,0.06415914179790964
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-28 18:00:00,-9.838739665585111,-66.09120901895574,0.06961282309737453
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-28 12:00:00,-9.271105956132509,-65.64484542525314,0.07018479490347009
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-28 06:00:00,-8.546688053095805,-65.1188624118253,0.055416104536209945
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-28 00:00:00,-8.057871628852228,-64.63258052669309,0.05508162387211781
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-27 18:00:00,-7.7069387557257185,-64.26935845478656,0.052577649299702496
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-27 12:00:00,-7.145837114095894,-63.718459891779965,0.051159440780697354
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-27 06:00:00,-6.487354063928329,-62.83726253037371,0.13514310544835512
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-27 00:00:00,-6.099700114846995,-61.69683947674334,0.11372343444838601
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-26 18:00:00,-5.715177700349119,-60.53523802255048,0.13555076825190485
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-26 12:00:00,-5.362395571943738,-59.32068621871429,0.1394522051283227
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-26 06:00:00,-5.269121219271369,-57.91608501612323,0.06584683382883177
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-26 00:00:00,-5.110699430868719,-56.74055610018289,0.0672892571065016
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-25 18:00:00,-5.175140919960404,-55.80161862199297,0.08070753693421324
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-25 12:00:00,-5.482032262291627,-54.56004675411802,0.10034903048237541
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-25 06:00:00,-5.877064684520606,-52.93014487229422,0.06631099389789308
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-25 00:00:00,-6.292801876216984,-51.69112368814685,0.06583996140393428
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-24 18:00:00,-6.67619824196317,-50.36008700330864,0.06079934950548386
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-24 12:00:00,-6.6648515897273795,-48.853379719412104,0.067654111187176
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-24 06:00:00,-6.601052441829824,-47.13131578692834,0.029884387336674135
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-24 00:00:00,-6.520576530863115,-45.39045068783451,0.02554782220852505
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-23 18:00:00,-6.636960492878757,-43.83869187594902,0.028638883359779974
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-23 12:00:00,-6.715949269865195,-42.605284537735976,0.03527725252051529
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-23 06:00:00,-6.644424184565615,-41.36835856834996,0.04614721542019083
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-23 00:00:00,-6.763145074137848,-39.88183141779412,0.0482557656955224
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-22 18:00:00,-7.174545289557619,-38.48278928261068,0.04444111904631645
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-22 12:00:00,-7.555019612670964,-37.44214099191632,0.03704745726100197
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-22 06:00:00,-7.956464450732973,-35.90701790398923,0.07000107807036288
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_850,1o_pulso_02-06mai,850,2024-04-22 00:00:00,-8.487841277816694,-34.36065957806861,
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-03 12:00:00,-30.5,-53.5,0.048537031643920474
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-03 06:00:00,-30.381614031274882,-55.186640221383925,0.03460101807133381
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-03 00:00:00,-31.298460186199918,-57.399341444957244,0.016659926139194807
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-02 18:00:00,-31.62891841682895,-60.726775773819746,0.011554950474280517
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-02 12:00:00,-32.10626229363102,-63.82907162032522,0.006732464566316203
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-02 06:00:00,-32.53163475396671,-66.46595260969558,0.042695873621589525
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-02 00:00:00,-32.24643615184927,-68.5860765665519,0.05129408227571953
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-01 18:00:00,-32.16094428344549,-69.0692924425895,0.04344138304960084
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-01 12:00:00,-31.89275053895504,-69.70523806556919,0.017441413943820764
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-01 06:00:00,-31.770832822334643,-70.19900136337286,0.016205946489600453
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-05-01 00:00:00,-31.71557981877157,-70.24471727401111,0.011727574557457005
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-04-30 18:00:00,-31.591151278900607,-70.45648483020415,0.007730052446139748
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-04-30 12:00:00,-30.793438450405667,-70.7147864980781,0.007965258433728329
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-04-30 06:00:00,-28.72234866155681,-71.94853571779674,0.014178512999350835
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-04-30 00:00:00,-28.236323488613305,-75.07591077857487,
1o_pulso_02-06mai_2024-05-03_-30.5_-53.5_700,1o_pulso_02-06mai,700,2024-04-29 18:00:00,-28.31033227390703,-78.21567661080374,
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-03 12:00:00,-28.5,-51.0,0.12406298518180847
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-03 06:00:00,-27.162657217980964,-52.26428193703042,0.1041032911954756
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-03 00:00:00,-26.188921409721875,-52.56000297147121,0.0853461385732878
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-02 18:00:00,-24.922514748499875,-54.525794524760734,0.06704523021298055
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-02 12:00:00,-22.34933806997745,-56.94873390313714,0.049633801329815416
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-02 06:00:00,-19.02701435049789,-58.517018242604784,0.032506387903216014
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-02 00:00:00,-16.769044108726508,-58.9220330639319,0.01951070613680228
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-01 18:00:00,-15.225143650805839,-59.19605729290544,0.01965194344900186
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-01 12:00:00,-13.51484116899453,-59.23570716574956,0.021770438653993893
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-01 06:00:00,-12.023325955575707,-58.285953621386696,0.03406122224669006
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-05-01 00:00:00,-11.202203923595073,-56.95213380559728,0.021578107023886645
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-30 18:00:00,-10.558407067124055,-55.541595259326,0.02044694977312937
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-30 12:00:00,-9.833037246826107,-53.982033341356036,0.01786288010374487
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-30 06:00:00,-9.276145821906393,-52.02980475459095,0.027084415225619798
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-30 00:00:00,-9.223941972467491,-50.30684799323342,0.025507382333213452
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-29 18:00:00,-9.331750173999078,-49.06573903380938,0.022310669641436142
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-29 12:00:00,-9.185546331909677,-47.64598560239701,0.019433332629592546
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-29 06:00:00,-8.859042589009952,-45.678751437031266,0.031021362388904575
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-29 00:00:00,-8.960643984745426,-43.86272953501301,0.02547034939947576
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-28 18:00:00,-9.371310078465934,-42.34400406575989,0.023806892905686737
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-28 12:00:00,-9.858307679602325,-40.98603653904888,0.02360188736008764
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-28 06:00:00,-11.052238874172067,-39.63248832147754,0.0246550948342265
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-28 00:00:00,-12.102085570433456,-38.33554869033649,0.02026267852763906
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-27 18:00:00,-12.918903575532823,-37.29510212936518,0.017277483743006045
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-27 12:00:00,-13.680714053486719,-36.14291782687712,0.016720333800597276
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_850,1o_pulso_02-06mai,850,2024-04-27 06:00:00,-14.526909187041715,-34.69349545425507,0.011935288670860767
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-03 12:00:00,-28.5,-51.0,0.12406298518180847
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-03 06:00:00,-28.01463445020257,-53.03415718419453,0.05849157196284745
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-03 00:00:00,-28.450437441533236,-54.299850991233875,0.057056212440478336
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-02 18:00:00,-29.40070138871305,-56.79576534788046,0.061711499003685166
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-02 12:00:00,-29.15361895515293,-59.90806234430471,0.07650811161100707
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-02 06:00:00,-28.878638345854192,-62.615461369087164,0.10536032087212359
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-02 00:00:00,-28.325297236476256,-64.46142181103039,0.14425611818187004
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-01 18:00:00,-26.86097257195916,-65.3029337723742,0.07983726931938193
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-01 12:00:00,-25.80439609720728,-66.04192939254693,0.013370917029231206
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-01 06:00:00,-25.539501853986483,-66.31802641979132,0.0037736191225027204
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-05-01 00:00:00,-25.377092609121032,-66.72852496029155,0.0021495527017185464
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-04-30 18:00:00,-24.96483003414249,-67.55681399029005,0.0014800181572952238
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-04-30 12:00:00,-24.812099615311503,-68.24178616302396,0.0031432814579459424
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-04-30 06:00:00,-24.75295511481707,-68.36603096585024,0.02300548081199949
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-04-30 00:00:00,-24.721237875864194,-68.5609742897941,0.017566919163615156
1o_pulso_02-06mai_2024-05-03_-28.5_-51.0_700,1o_pulso_02-06mai,700,2024-04-29 18:00:00,-24.696401987178422,-69.18815737308005,0.02042805334180131
