quando,n_pixels,Tb_min,Tb_p01,frac_lt40,frac_lt50,frac_lt60,n_frio,BTD_WVIR_med_frio,frac_overshoot,BTD_split_med_frio,BTD_37_10_med_frio,sza,is_dia,onda
2024-04-29 00:00:00,145133,-64.86363220214844,-57.120513916015625,0.10114171139575424,0.04839698759069268,0.002315117857413545,2876,-1.852874755859375,0.6585535465924895,0.7002105712890625,,128.92243755590948,0,O0_precond_27-30abr
2024-04-29 02:00:00,145133,-74.57325744628906,-56.5059814453125,0.06273555979687596,0.03082689670853631,0.005463953752764705,2050,-1.8644943237304688,0.6102439024390244,0.762359619140625,,153.65146059091674,0,O0_precond_27-30abr
2024-04-29 04:00:00,145133,-72.85256958007812,-62.34405517578125,0.08352338889156842,0.05524587791887441,0.017301371845135152,4995,-1.6302032470703125,0.7347347347347347,0.694976806640625,,163.173374384755,0,O0_precond_27-30abr
2024-04-29 06:00:00,145133,-70.76315307617188,-59.640106201171875,0.0802436385935659,0.047108514259334544,0.0090537644780994,4095,-1.7492523193359375,0.6820512820512821,0.691497802734375,,142.68875354180548,0,O0_precond_27-30abr
2024-04-29 08:00:00,145133,-71.99221801757812,-60.93061828613281,0.09596025714344773,0.05211771271867873,0.012857172386707366,4107,-1.4765625,0.7959581202824446,0.618896484375,,116.9820502187914,0,O0_precond_27-30abr
2024-04-29 10:00:00,145133,-72.1151123046875,-61.176422119140625,0.15969490053950514,0.09695934074262917,0.015344546037083228,7145,-1.5532989501953125,0.778446466060182,0.6417999267578125,,91.36924792952954,0,O0_precond_27-30abr
2024-04-29 12:00:00,145133,-75.92523193359375,-62.34405517578125,0.2719367752337511,0.1727449994143303,0.028752936961270008,15620,-1.173095703125,0.9232394366197183,0.51397705078125,,67.7344720885287,1,O0_precond_27-30abr
2024-04-29 14:00:00,145133,-78.19900512695312,-64.55636596679688,0.3487766393583816,0.2578118002108411,0.05703733816568251,23974,-0.9656982421875,0.9285893050805039,0.49774169921875,,49.70528483034581,1,O0_precond_27-30abr
2024-04-29 16:00:00,145133,-74.6961669921875,-65.23236083984375,0.45663632667966625,0.32149821198486905,0.06291470582155678,24212,-1.065521240234375,0.9411861886667768,0.5665054321289062,,44.93973030028735,1,O0_precond_27-30abr
2024-04-29 18:00:00,145133,-81.39456176757812,-70.02571105957031,0.45557523099501834,0.3424031750187759,0.07783205749209346,30383,-1.13470458984375,0.9361155909554685,0.5843963623046875,,56.909009521355195,1,O0_precond_27-30abr
2024-04-29 20:00:00,145133,-87.23263549804688,-72.72964477539062,0.4144612183307725,0.292800396877347,0.11878070459509553,30241,-0.92352294921875,0.9126682318706392,0.5822296142578125,,78.20832625852366,1,O0_precond_27-30abr
2024-04-29 22:00:00,145133,-80.71859741210938,-71.50057983398438,0.38162926419215476,0.2902441209097862,0.12034478719519337,28460,-0.838958740234375,0.8985242445537597,0.6259765625,,103.0297124814623,0,O0_precond_27-30abr
2024-04-30 00:00:00,145133,-81.02584838867188,-69.77989196777344,0.350320051263324,0.2571158868072733,0.12223960091777887,28685,-1.0540618896484375,0.8906745685898553,0.63250732421875,,129.0642461854713,0,O0_precond_27-30abr
2024-04-30 02:00:00,145133,-87.4169921875,-75.61795043945312,0.3449249998277442,0.3013580646717149,0.17525993399158013,36623,-0.800567626953125,0.8767714277912787,0.6607666015625,,153.8509352524984,0,O0_precond_27-30abr
2024-04-30 04:00:00,145133,-87.23263549804688,-78.62918090820312,0.3682966658168714,0.32603887468735576,0.22214796083592292,42280,-0.289825439453125,0.8790208136234626,0.573944091796875,,163.46310284318878,0,O0_precond_27-30abr
2024-04-30 06:00:00,145133,-83.6683349609375,-75.37214660644531,0.37167287935893284,0.3425754308117382,0.2655908718210193,46017,-0.009429931640625,0.936132298933003,0.5410614013671875,,142.84821750201846,0,O0_precond_27-30abr
2024-04-30 08:00:00,145133,-80.41131591796875,-73.65145874023438,0.33223319300228066,0.30091019961001286,0.1896329573563559,38200,-0.7353515625,0.8977486910994764,0.629913330078125,,117.12192938138416,0,O0_precond_27-30abr
2024-04-30 10:00:00,145133,-80.9029541015625,-74.14308166503906,0.31434615146107364,0.2632757539636058,0.1176782675201367,27456,-0.95806884765625,0.8093677156177156,0.6190338134765625,,91.52924815877714,0,O0_precond_27-30abr
2024-04-30 12:00:00,145133,-80.59567260742188,-71.86930847167969,0.29761666884857335,0.22203771712842704,0.1121109602915946,24025,-0.7429656982421875,0.8544432882414152,0.5593414306640625,,67.94298288291635,1,O0_precond_27-30abr
2024-04-30 14:00:00,145133,-82.19346618652344,-74.57325744628906,0.28256840277538536,0.20784383978833207,0.09460288149490467,20628,-0.677703857421875,0.9096858638743456,0.569488525390625,,49.986766514735926,1,O0_precond_27-30abr
2024-04-30 16:00:00,145133,-79.67388916015625,-72.1151123046875,0.26022338131231354,0.20924944705890458,0.1068330427952292,23536,-0.7584075927734375,0.8815006798096533,0.5778961181640625,,45.250557198559946,1,O0_precond_27-30abr
2024-04-30 18:00:00,145133,-76.60121154785156,-68.30502319335938,0.2569505212460295,0.19342258480152688,0.08715454100721408,18081,-0.75836181640625,0.8536032299098502,0.5778961181640625,,57.155569600830994,1,O0_precond_27-30abr
2024-04-30 20:00:00,145133,-79.48951721191406,-67.13740539550781,0.3115762783102396,0.21647730013160343,0.06932262131975499,18932,-1.35565185546875,0.765053877033594,0.6417999267578125,,78.39085693608966,1,O0_precond_27-30abr
2024-04-30 22:00:00,145133,-85.57339477539062,-70.14862060546875,0.34393969669199975,0.249881143502856,0.1410843846678564,28392,-0.431884765625,0.8622499295576219,0.572662353515625,,103.17690415788286,0,O0_precond_27-30abr
2024-05-01 00:00:00,145133,-78.0146484375,-70.02571105957031,0.34147299373677936,0.2722123845024908,0.1423728579992145,31929,-0.838958740234375,0.8439663002286323,0.67669677734375,,129.20297865775126,0,O1_toros_01-04mai
2024-05-01 02:00:00,145133,-83.29962158203125,-68.61227416992188,0.33170953539167525,0.25781869044255956,0.08897356218089614,24025,-1.372894287109375,0.7510926118626431,0.7142333984375,,154.04554823337574,0,O1_toros_01-04mai
2024-05-01 04:00:00,145133,-79.05935668945312,-69.656982421875,0.29273149456016206,0.21252919735690712,0.08829142924076537,19970,-1.203887939453125,0.7877816725087632,0.7119293212890625,,163.74791234274514,0,O1_toros_01-04mai
2024-05-01 06:00:00,145133,-76.90847778320312,-68.0592041015625,0.2711650692812799,0.20550805123576305,0.0818421723522562,22091,-1.415130615234375,0.7265854873025214,0.68194580078125,,143.00378871515667,0,O1_toros_01-04mai
2024-05-01 08:00:00,145133,-77.46156311035156,-67.93629455566406,0.29144302122880394,0.16883823802994494,0.06002080849978985,15806,-1.5533828735351562,0.6710742755915475,0.7142333984375,,117.25916039676439,0,O1_toros_01-04mai
2024-05-01 10:00:00,145133,-77.58447265625,-70.88604736328125,0.23717555621395547,0.17800913644725871,0.09133691166033914,20004,-1.1347808837890625,0.7911917616476705,0.6584625244140625,,91.68698357547355,0,O1_toros_01-04mai
2024-05-01 12:00:00,145133,-78.62918090820312,-69.226806640625,0.2970585600793755,0.21086176128103187,0.06963957197880564,20492,-1.353607177734375,0.7858676556705055,0.6464385986328125,,68.14897064656361,1,O1_toros_01-04mai
2024-05-01 14:00:00,145133,-80.10404968261719,-72.60675048828125,0.26645215078583095,0.1965094086114116,0.11468790695431087,23261,-0.7545318603515625,0.8357336314001977,0.66888427734375,,50.2646068493576,1,O1_toros_01-04mai
2024-05-01 16:00:00,145133,-82.99237060546875,-71.377685546875,0.29143613099708543,0.23687927625006028,0.11207650913300214,26666,-1.1117095947265625,0.8186079651991299,0.73162841796875,,45.55709202544136,1,O1_toros_01-04mai
2024-05-01 18:00:00,145133,-84.03706359863281,-72.48384094238281,0.32830576092273983,0.2603336250198094,0.1482295549599333,29206,-1.0157470703125,0.7620694377867562,0.7388916015625,,57.39911286129366,1,O1_toros_01-04mai
2024-05-01 20:00:00,145133,-79.98114013671875,-73.09837341308594,0.4009563641625268,0.3105358533207472,0.17890486657066276,36262,-1.257598876953125,0.7374386410015995,0.817108154296875,,78.57107306264223,1,O1_toros_01-04mai
2024-05-01 22:00:00,145133,-87.23263549804688,-74.2659912109375,0.39833118587778105,0.299401238863663,0.17693426029917386,34635,-1.050323486328125,0.6929406669553919,0.8333740234375,,103.32173301894149,0,O1_toros_01-04mai
2024-05-02 00:00:00,145133,-87.4169921875,-77.46156311035156,0.3709287343333356,0.31867321698028706,0.22746721972259928,39731,-0.4395904541015625,0.8144018524577785,0.73626708984375,,129.3386310920561,0,O1_toros_01-04mai
2024-05-02 02:00:00,145133,-86.86392211914062,-79.48951721191406,0.40529721014517717,0.37743311307559274,0.2863235790619639,49500,-0.1285247802734375,0.842040404040404,0.69915771484375,,154.23528426901012,0,O1_toros_01-04mai
2024-05-02 04:00:00,145133,-89.1376953125,-79.05935668945312,0.41611487394321073,0.39500320395774907,0.34195530995707385,55176,-0.1323394775390625,0.8918370305930114,0.7226409912109375,,164.0277108929309,0,O1_toros_01-04mai
2024-05-02 06:00:00,145133,-84.5286865234375,-79.48951721191406,0.45935107797675234,0.4090454962000372,0.33826903598768027,55581,-0.147674560546875,0.9093035389791475,0.6785888671875,,143.15547114931695,0,O1_toros_01-04mai
2024-05-02 08:00:00,145133,-86.31083679199219,-77.58447265625,0.4334851481055308,0.3955406420317915,0.33092404897576705,53635,-0.02484130859375,0.8897175351915727,0.64105224609375,,117.39372660441177,0,O1_toros_01-04mai
2024-05-02 10:00:00,145133,-84.34432983398438,-76.60121154785156,0.45083475157269537,0.4110161024715261,0.31755010921017274,55377,-0.52410888671875,0.8793903606190295,0.6494598388671875,,91.84240550000402,0,O1_toros_01-04mai
2024-05-02 12:00:00,145133,-81.51748657226562,-72.48384094238281,0.49489089318073765,0.45098633667050225,0.30047611501174787,60033,-0.7430419921875,0.853347325637566,0.6796112060546875,,68.35235304218476,1,O1_toros_01-04mai
2024-05-02 14:00:00,145133,-80.28842163085938,-71.00897216796875,0.5090434291305217,0.4292200946717838,0.20121543687514212,49332,-1.1385650634765625,0.8406916403146031,0.6784515380859375,,50.5387065187066,1,O1_toros_01-04mai
2024-05-02 16:00:00,145133,-76.60121154785156,-70.64024353027344,0.47593586572316426,0.376261773683449,0.17638993199341294,38701,-0.9119720458984375,0.8645254644582827,0.62469482421875,,45.85924128259263,1,O1_toros_01-04mai
2024-05-02 18:00:00,145133,-77.154296875,-70.88604736328125,0.4765766572729841,0.327203323847781,0.12180551631951382,30632,-1.08477783203125,0.8429420214155132,0.628173828125,,57.639543179092996,1,O1_toros_01-04mai
2024-05-02 20:00:00,145133,-77.70736694335938,-68.0198745727539,0.4127731115597418,0.24850998739087596,0.10628871448946828,25371,-1.211517333984375,0.8558196365929605,0.6755523681640625,,78.74890755019194,1,O1_toros_01-04mai
2024-05-02 22:00:00,145133,-77.03138732910156,-70.39443969726562,0.3332184961380251,0.1976462968449629,0.07974065167811593,17651,-1.046417236328125,0.836439861764206,0.6801910400390625,,103.46416555625356,0,O1_toros_01-04mai
2024-05-03 00:00:00,145133,-73.89727783203125,-68.42791748046875,0.32018217772663693,0.19148642968863042,0.10084543143185905,20594,-0.9311370849609375,0.8498591822861028,0.6529541015625,,129.4712016054349,0,O1_toros_01-04mai
2024-05-03 02:00:00,145133,-74.14308166503906,-67.75193786621094,0.29263503131610313,0.1710500024115811,0.058167336167515314,16164,-1.115509033203125,0.8494184607770354,0.6342620849609375,,154.42013325234035,0,O1_toros_01-04mai
2024-05-03 04:00:00,145133,-71.25477600097656,-66.52287292480469,0.27253622539326,0.1671983628809437,0.05790550736221259,15617,-1.10784912109375,0.7881795479285394,0.672943115234375,,164.30240924714147,0,O1_toros_01-04mai
2024-05-03 06:00:00,145133,-70.39443969726562,-64.37200927734375,0.2933447251831079,0.15470637277531643,0.02953153314545968,10544,-1.5533447265625,0.68247344461305,0.688873291015625,,143.30327206021028,0,O1_toros_01-04mai
2024-05-03 08:00:00,145133,-65.96978759765625,-60.746246337890625,0.2515623600421682,0.12468563317784377,0.014882900511944217,9294,-1.6109466552734375,0.7192812567247686,0.634552001953125,,117.52561279102706,0,O1_toros_01-04mai
2024-05-03 10:00:00,145133,-68.73519897460938,-60.50044250488281,0.1913279543591051,0.07671583995369764,0.011789186470340997,5222,-1.7607421875,0.6388356951359633,0.62847900390625,,91.99546624036398,0,O1_toros_01-04mai
2024-05-03 12:00:00,145133,-73.22128295898438,-63.1429443359375,0.1708708563869003,0.07926522568953993,0.020994536046247236,5769,-1.13470458984375,0.8263130525221009,0.5749969482421875,,68.55304887652481,1,O1_toros_01-04mai
2024-05-03 14:00:00,145133,-65.53961181640625,-61.4222412109375,0.15461679976297604,0.08760929630063459,0.023915994294888138,9092,-1.292205810546875,0.9252089749230092,0.60614013671875,,50.80896776797619,1,O1_toros_01-04mai
2024-05-03 16:00:00,145133,-64.18765258789062,-58.59539794921875,0.21372120744420636,0.07061798488283161,0.005491514679638676,4261,-1.603271484375,0.8326683877024172,0.587738037109375,,46.156912857461805,1,O1_toros_01-04mai
2024-05-03 18:00:00,145133,-70.27151489257812,-62.405487060546875,0.18277028656473718,0.08389546140436703,0.026368916786671536,7624,-1.13470458984375,0.907791185729276,0.573822021484375,,57.876765854733215,1,O1_toros_01-04mai
2024-05-03 20:00:00,145133,-71.13186645507812,-61.05352783203125,0.20286909248758037,0.10251975773945278,0.014676193560389435,6581,-1.676239013671875,0.6862179000151952,0.698150634765625,,78.92429431001985,1,O1_toros_01-04mai
2024-05-03 22:00:00,145133,-69.47262573242188,-60.684814453125,0.23078831141091274,0.0890149035712071,0.012533331495938209,5736,-1.68389892578125,0.6701534170153417,0.7984466552734375,,103.60416937295811,0,O1_toros_01-04mai
2024-05-04 00:00:00,145133,-66.95303344726562,-62.22113037109375,0.26465380030730434,0.10063183424858578,0.022214107060420443,7630,-1.5014724731445312,0.7647444298820446,0.744415283203125,,129.6006902559316,0,O1_toros_01-04mai
2024-05-04 02:00:00,145133,-66.09269714355469,-60.50044250488281,0.27829645910991985,0.09644257336374222,0.013043208643106667,6751,-1.530303955078125,0.7819582284106058,0.68658447265625,,154.60009023096487,0,O1_toros_01-04mai
2024-05-04 04:00:00,145133,-64.37200927734375,-58.16522216796875,0.22099040190721614,0.10097634583451041,0.0020808499789847935,5188,-1.726165771484375,0.7469159599074788,0.6442642211914062,,164.57192106789694,0,O1_toros_01-04mai
2024-05-04 06:00:00,145133,-62.22113037109375,-56.321624755859375,0.18795863104876218,0.08016784604466248,0.0013573756485430605,2519,-1.7953033447265625,0.6443032949583168,0.631072998046875,,143.4472019136522,0,O1_toros_01-04mai
2024-05-04 08:00:00,145133,-61.72950744628906,-53.67913818359375,0.16240965183659126,0.04348425237540739,0.0002067069515547808,889,-2.0487823486328125,0.4544431946006749,0.647308349609375,,117.65480515819311,0,O1_toros_01-04mai
2024-05-04 10:00:00,145133,-68.85809326171875,-56.81324768066406,0.10638517773352718,0.042505839471381424,0.005815355570407832,2234,-1.405487060546875,0.7802148612354521,0.5668792724609375,,92.14611910236587,0,O1_toros_01-04mai
2024-05-04 12:00:00,145133,-66.39996337890625,-57.857940673828125,0.11220742353565351,0.05807087292345642,0.003438225627527854,3727,-1.54180908203125,0.8674537161255702,0.5709228515625,,68.75097813471245,1,O1_toros_01-04mai
2024-05-04 14:00:00,145133,-67.81338500976562,-56.690338134765625,0.16790805674794843,0.06612555380237438,0.0023426787842875155,2734,-1.8529052734375,0.633138258961229,0.6859893798828125,,51.07529442687164,1,O1_toros_01-04mai
2024-05-04 16:00:00,145133,-63.51165771484375,-56.0758056640625,0.21474096173854326,0.06633915098564765,0.0014193877340094947,2430,-1.8605804443359375,0.676954732510288,0.6420745849609375,,46.450016048320464,1,O1_toros_01-04mai
2024-05-04 18:00:00,145133,-64.55636596679688,-55.461273193359375,0.21315620844328995,0.049864606946731616,0.0007028036352862547,1668,-1.8855743408203125,0.6666666666666666,0.63629150390625,,58.11068764499489,1,O1_toros_01-04mai
2024-05-04 20:00:00,145133,-64.24909973144531,-55.33837890625,0.14044359311803656,0.0407350499197288,0.00019981671983628808,1608,-1.998870849609375,0.5012437810945274,0.646728515625,,79.09716827920268,1,O1_toros_01-04mai
2024-05-04 22:00:00,145133,-64.37200927734375,-54.10931396484375,0.11337187269607876,0.03697298340143179,8.9573012340405e-05,897,-1.975799560546875,0.5641025641025641,0.6999053955078125,,103.7417131761895,0,O1_toros_01-04mai
2024-05-06 00:00:00,145133,-29.15924072265625,-4.5164794921875,0.0,0.0,0.0,0,,,,,129.85043153991654,0,O2_surto_06-08mai
2024-05-06 02:00:00,145133,-53.1875,-20.49432373046875,0.003500237712994288,0.0002756092687397077,0.0,0,,,,,154.94533400269742,0,O2_surto_06-08mai
2024-05-06 04:00:00,145133,-74.02017211914062,-57.42778015136719,0.06586372499707165,0.04622656459936748,0.004933405910440768,2783,-1.1231231689453125,0.9583183614804168,0.5778961181640625,,165.0950553334617,0,O2_surto_06-08mai
2024-05-06 06:00:00,145133,-75.61795043945312,-64.80218505859375,0.13787353668703878,0.09709714537699903,0.035457132423363395,9617,-0.5701141357421875,0.9949048559841946,0.44775390625,,143.72350583961577,0,O2_surto_06-08mai
2024-05-06 08:00:00,145133,-77.46156311035156,-68.98100280761719,0.22143826696891816,0.18402430873750283,0.08565247049258266,20104,-0.4087982177734375,0.9835356148030243,0.4422454833984375,,117.90506010611871,0,O2_surto_06-08mai
2024-05-06 10:00:00,145133,-74.2659912109375,-66.58432006835938,0.264984531429792,0.21719388423032668,0.09284587240668904,23759,-0.5355224609375,0.940233174796919,0.46197509765625,,92.44001945710143,0,O2_surto_06-08mai
2024-05-06 12:00:00,145133,-70.517333984375,-65.23236083984375,0.2564130831719871,0.19976848821425863,0.0705284118704912,20522,-0.7391204833984375,0.9559009843095215,0.496002197265625,,69.13822295277998,1,O2_surto_06-08mai
2024-05-06 14:00:00,145133,-74.94197082519531,-66.15414428710938,0.20833304624034507,0.15712484410850736,0.06572592036270179,16425,-0.719879150390625,0.9517199391171994,0.5260009765625,,51.59576735364352,1,O2_surto_06-08mai
2024-05-06 16:00:00,145133,-68.98100280761719,-63.1429443359375,0.17354426629367545,0.13387031205859454,0.04169968236031778,13853,-1.0540618896484375,0.9234100916768931,0.5894775390625,,47.02216167299583,1,O2_surto_06-08mai
2024-05-06 18:00:00,145133,-69.656982421875,-59.33282470703125,0.16705366801485533,0.11585235611473614,0.007544803731749499,7372,-1.6147613525390625,0.816467715680955,0.61773681640625,,58.56826306283255,1,O2_surto_06-08mai
2024-05-06 20:00:00,145133,-68.98100280761719,-55.58416748046875,0.12006917792645366,0.052772284731935536,0.002163532759606706,1707,-1.5379638671875,0.8424135910954892,0.620941162109375,,79.43512287441307,1,O2_surto_06-08mai
2024-05-06 22:00:00,145133,-73.77435302734375,-57.980865478515625,0.1680527516140368,0.09507830748348067,0.004058346482192196,5573,-1.23455810546875,0.9325318499910281,0.5261688232421875,,104.00930103605087,0,O2_surto_06-08mai
2024-05-07 00:00:00,145133,-71.25477600097656,-62.405487060546875,0.20318604314663102,0.16129343429819545,0.02136660855904584,14470,-1.046295166015625,0.9482377332411887,0.522369384765625,,129.97069343425102,0,O2_surto_06-08mai
2024-05-07 02:00:00,145133,-69.10391235351562,-62.22113037109375,0.17676889473793003,0.15510600621498902,0.02448788352752303,15200,-0.9311065673828125,0.9506578947368421,0.5205001831054688,,155.11063640050983,0,O2_surto_06-08mai
2024-05-07 04:00:00,145133,-67.6290283203125,-60.684814453125,0.1391826807135524,0.11792631586200245,0.01597155712346606,11105,-1.1615753173828125,0.9443493921656911,0.5709228515625,,165.3485212080669,0,O2_surto_06-08mai
2024-05-07 06:00:00,145133,-67.81338500976562,-60.19317626953125,0.1420214561815714,0.09228087340577264,0.010769432176004078,6089,-1.188446044921875,0.8876662834619806,0.55120849609375,,143.85591608288604,0,O2_surto_06-08mai
2024-05-07 08:00:00,145133,-69.226806640625,-59.70155334472656,0.15361771616379458,0.090048438328981,0.008943520770603515,5721,-1.3075103759765625,0.8510749868904037,0.566009521484375,,118.0261018441985,0,O2_surto_06-08mai
2024-05-07 10:00:00,145133,-75.06488037109375,-62.958587646484375,0.22727429323448148,0.178670598692234,0.04682601475887634,18462,-1.0041046142578125,0.939064023399415,0.5035400390625,,92.58317862693838,0,O2_surto_06-08mai
2024-05-07 12:00:00,145133,-75.92523193359375,-67.07595825195312,0.27274982257653324,0.2406413427683573,0.10465572957218551,25219,-0.5623779296875,0.9494825330108252,0.489349365234375,,69.32738466727173,1,O2_surto_06-08mai
2024-05-07 14:00:00,145133,-74.57325744628906,-67.81338500976562,0.2470630387299925,0.2229334472518311,0.10850047887110444,24452,-0.41650390625,0.9396368395223295,0.54425048828125,,51.849729409546626,1,O2_surto_06-08mai
2024-05-07 16:00:00,145133,-75.49505615234375,-67.26031494140625,0.19815617399213137,0.1710362219481441,0.0841090585876403,20262,-0.54705810546875,0.9370249728555917,0.5547027587890625,,47.30102997789892,1,O2_surto_06-08mai
2024-05-07 18:00:00,145133,-70.27151489257812,-65.72396850585938,0.16587543839099309,0.13914133932324144,0.08616234763975113,17942,-0.50482177734375,0.955969234199086,0.5503387451171875,,58.791737758994024,1,O2_surto_06-08mai
2024-05-07 20:00:00,145133,-67.75193786621094,-63.02001953125,0.14499114605224173,0.116465586737682,0.035932558411939396,12213,-1.02716064453125,0.9001883239171374,0.62353515625,,79.60007872702184,1,O2_surto_06-08mai
2024-05-07 22:00:00,145133,-70.27151489257812,-64.37200927734375,0.12367276911522534,0.07652291346557985,0.03126787153851984,8075,-0.923492431640625,0.8480495356037152,0.6374359130859375,,104.13928794027427,0,O2_surto_06-08mai
2024-05-08 00:00:00,145133,-73.65145874023438,-65.66252136230469,0.11430894420979378,0.0856249095657087,0.03709011734064616,10672,-0.5623779296875,0.9305659670164917,0.5631103515625,,130.08789185003724,0,O2_surto_06-08mai
2024-05-08 02:00:00,145133,-76.2939453125,-65.23236083984375,0.1383420724438963,0.102313050787898,0.052358870828825975,12052,-0.4472198486328125,0.9259873879853966,0.551483154296875,,155.2710778753975,0,O2_surto_06-08mai
