datetime,Jz_rms,absJz,nst,Kp_max,Dst_min,aod550_total,aod550_org,aod550_bc,aod550_fumaca
2024-06-01,6.5224672915113535,4.402641808583137,11.0,2.667,-25.0,0.08889151,0.049822733,0.0040797703,0.053902507
2024-06-02,10.048952277935964,6.867326444851642,11.0,2.333,-8.0,0.09731898,0.05493837,0.0046787416,0.05961711
2024-06-03,6.235454622486917,4.8640740538205645,11.0,4.333,-12.0,0.11279672,0.064283825,0.005314729,0.069598556
2024-06-04,9.691319260345873,6.818336528112832,11.0,2.667,-23.0,0.11631388,0.064261466,0.005554233,0.0698157
2024-06-05,8.622110253182939,5.72376771308774,10.91578947368421,2.333,-18.0,0.11221494,0.060376562,0.005492293,0.065868855
2024-06-06,8.176187490257291,6.244996864018693,10.694736842105263,2.0,-23.0,0.107209526,0.0577689,0.0053868233,0.063155726
2024-06-07,9.91774700073998,7.129444449164237,10.021052631578947,6.333,-29.0,0.10756329,0.05908573,0.0057351296,0.064820856
2024-06-08,9.119228884331642,6.831976049181473,10.978947368421053,4.667,-34.0,0.10748587,0.058192987,0.0054039797,0.063596964
2024-06-09,11.426431375411777,7.5345921182726645,10.357894736842105,2.0,-20.0,0.10512353,0.05501229,0.0049229846,0.059935275
2024-06-10,11.528292236152422,7.526739316507302,9.989473684210527,4.0,-14.0,0.10941318,0.057192467,0.004985676,0.062178142
2024-06-11,8.418151427812631,6.579964188271113,9.56842105263158,4.333,-44.0,0.11136251,0.059040245,0.0051229894,0.06416324
2024-06-12,6.3366084856580045,4.375758574542179,9.852631578947369,1.333,-12.0,0.10879527,0.057773758,0.0050731897,0.062846944
2024-06-13,9.288952869655935,6.3718928582608445,9.242105263157894,1.0,-9.0,0.10255928,0.053109135,0.004742424,0.05785156
2024-06-14,6.456937494166656,4.475677806280471,10.336842105263157,2.333,-14.0,0.10842751,0.05701345,0.005366289,0.062379736
2024-06-15,6.3267127288068155,4.921152793087161,9.936842105263159,4.667,-31.0,0.11627832,0.064475074,0.0059163044,0.07039139
2024-06-16,9.426960007473387,6.365518520291763,9.0,4.0,-39.0,0.12598297,0.06868568,0.0059457705,0.074631445
2024-06-17,9.79107541951167,6.122950617464543,9.863157894736842,3.333,-20.0,0.111353904,0.057881344,0.004999974,0.06288131
2024-06-18,8.875360186261798,5.888710190421897,10.0,3.333,-18.0,0.1024755,0.053091466,0.004696285,0.05778775
2024-06-19,8.271852529285596,5.73222726945765,9.810526315789474,3.333,-15.0,0.10267779,0.05415172,0.004902607,0.05905433
2024-06-20,8.490821833116993,5.393095048022733,9.936842105263159,2.333,-15.0,0.10680365,0.05737032,0.0052766083,0.06264693
2024-06-21,8.407016918676142,5.583826116249963,8.6,1.333,-10.0,0.10697113,0.05751825,0.005335951,0.0628542
2024-06-22,8.926304138262115,5.70025368862391,8.0,1.333,1.0,0.10889327,0.058888793,0.00589407,0.06478286
