T_bin,refl39_med,re_proxy_med,celula,metade,quando,n,valido_re,pulso
-50.0,0.03732933497867019,6.336988192541422,C30,frente,2024-05-02 1400UT,51,1,P1
-45.0,0.044273330769136726,5.7497067073797705,C30,frente,2024-05-02 1400UT,46,1,P1
-60.0,0.03284955919205798,6.942030578561408,C30,traseira,2024-05-02 1400UT,15,1,P1
-55.0,0.04076040046822906,6.004875784387402,C30,traseira,2024-05-02 1400UT,36,1,P1
-50.0,0.04503289521300459,5.704000513905631,C30,traseira,2024-05-02 1400UT,42,1,P1
-45.0,0.058619185245202016,5.2267891104648445,C30,traseira,2024-05-02 1400UT,31,1,P1
-65.0,0.023127258586491492,9.366343070444195,C31,inteira,2024-05-02 1500UT,39,1,P1
-60.0,0.02324589718013556,9.324868712770604,C31,inteira,2024-05-02 1500UT,34,1,P1
-55.0,0.020848777740955463,10.279330215689537,C31,inteira,2024-05-02 1500UT,151,1,P1
-50.0,0.020539855526159334,10.417003372299277,C31,inteira,2024-05-02 1500UT,348,1,P1
-45.0,0.02048083483228671,10.443711806890608,C31,inteira,2024-05-02 1500UT,299,1,P1
-70.0,0.01822662182883536,11.568675600236997,C29,frente,2024-05-02 1500UT,9793,1,P1
-65.0,0.018814539998026576,11.254611605171766,C29,frente,2024-05-02 1500UT,12239,1,P1
-60.0,0.018089179964766156,11.644342348763754,C29,frente,2024-05-02 1500UT,11001,1,P1
-55.0,0.01857110846670257,11.382788108106652,C29,frente,2024-05-02 1500UT,8323,1,P1
-50.0,0.021075103753427436,10.1806925073045,C29,frente,2024-05-02 1500UT,3856,1,P1
-45.0,0.026151947512261867,8.393522346764234,C29,frente,2024-05-02 1500UT,2077,1,P1
-70.0,0.011902514709365914,16.126405485875736,C29,traseira,2024-05-02 1500UT,125,1,P1
-65.0,0.018083075517921966,11.647723213155029,C29,traseira,2024-05-02 1500UT,1922,1,P1
-60.0,0.01902609377062383,11.145312324031504,C29,traseira,2024-05-02 1500UT,8131,1,P1
-55.0,0.01816566080984631,11.602129933550223,C29,traseira,2024-05-02 1500UT,15033,1,P1
-50.0,0.018415098998699135,11.46631114607511,C29,traseira,2024-05-02 1500UT,17612,1,P1
-45.0,0.020627603999894276,10.377536568590816,C29,traseira,2024-05-02 1500UT,12184,1,P1
-55.0,0.04528792103180525,5.68880577132102,C32,inteira,2024-05-02 1500UT,20,1,P1
-50.0,0.036153749603881714,6.474626515966743,C32,inteira,2024-05-02 1500UT,60,1,P1
-45.0,0.03200374230007561,7.083853568226443,C32,inteira,2024-05-02 1500UT,61,1,P1
-55.0,0.04631898155020337,5.632101495342566,C33,inteira,2024-05-02 1500UT,18,1,P1
-50.0,0.04739460523733778,5.5779795760012005,C33,inteira,2024-05-02 1500UT,64,1,P1
-45.0,0.048334117302566565,5.534381258853638,C33,inteira,2024-05-02 1500UT,71,1,P1
-65.0,0.023007819698213566,9.411009508000538,C34,inteira,2024-05-02 1600UT,10,1,P1
-60.0,0.026635417220296168,8.25975010555456,C34,inteira,2024-05-02 1600UT,114,1,P1
-55.0,0.028759883284882708,7.730652089386243,C34,inteira,2024-05-02 1600UT,53,1,P1
-50.0,0.03143246954044833,7.185468770905052,C34,inteira,2024-05-02 1600UT,22,1,P1
-45.0,0.036980704605502276,6.38281418927357,C34,inteira,2024-05-02 1600UT,20,1,P1
-70.0,0.017726694247716633,11.848111090464524,C29,frente,2024-05-02 1600UT,9112,1,P1
-65.0,0.018081027568509492,11.648857825062422,C29,frente,2024-05-02 1600UT,12481,1,P1
-60.0,0.019483955957067565,10.91525369190062,C29,frente,2024-05-02 1600UT,9118,1,P1
-55.0,0.01915876379092549,11.07774499452501,C29,frente,2024-05-02 1600UT,8174,1,P1
-50.0,0.021034248865216595,10.198360615137375,C29,frente,2024-05-02 1600UT,4461,1,P1
-45.0,0.024754688234883887,8.812582501988977,C29,frente,2024-05-02 1600UT,3012,1,P1
-70.0,0.023316308805167614,9.29809391094144,C29,traseira,2024-05-02 1600UT,245,1,P1
-65.0,0.01672750761349213,12.442735186443155,C29,traseira,2024-05-02 1600UT,3131,1,P1
-60.0,0.016749835644962574,12.428899593377295,C29,traseira,2024-05-02 1600UT,6807,1,P1
-55.0,0.018426355298423437,11.460248435665447,C29,traseira,2024-05-02 1600UT,14858,1,P1
-50.0,0.018693188616301926,11.318182999088496,C29,traseira,2024-05-02 1600UT,11990,1,P1
-45.0,0.020149727331599913,10.596007725613093,C29,traseira,2024-05-02 1600UT,9681,1,P1
-65.0,0.013980137647506358,14.357616692450165,C35,inteira,2024-05-02 1600UT,22,1,P1
-60.0,0.013300401828201604,14.902928907669775,C35,inteira,2024-05-02 1600UT,33,1,P1
-55.0,0.014706824098450932,13.807771654165212,C35,inteira,2024-05-02 1600UT,26,1,P1
-50.0,0.01552310883523331,13.236708365417151,C35,inteira,2024-05-02 1600UT,12,1,P1
-45.0,0.018705547901032606,11.365629898792708,C35,inteira,2024-05-02 1600UT,16,1,P1
-70.0,0.02547644982353078,8.59002762109143,C36,inteira,2024-05-02 1600UT,5,1,P1
-65.0,0.026056090538514314,8.421970821093549,C36,inteira,2024-05-02 1600UT,6,1,P1
-60.0,0.018753361761415184,11.28660820585129,C36,inteira,2024-05-02 1600UT,24,1,P1
-55.0,0.01719649404087277,12.1574674592109,C36,inteira,2024-05-02 1600UT,203,1,P1
-50.0,0.017435530775797764,12.016303298477169,C36,inteira,2024-05-02 1600UT,133,1,P1
-45.0,0.02595170755285466,8.450624004614781,C36,inteira,2024-05-02 1600UT,89,1,P1
-60.0,0.04619953538520983,5.641075746900604,C37,inteira,2024-05-02 1600UT,10,1,P1
-55.0,0.04692274693369817,5.6010774227820095,C37,inteira,2024-05-02 1600UT,47,1,P1
-50.0,0.053716114743299695,5.3412684472466925,C37,inteira,2024-05-02 1600UT,34,1,P1
-45.0,0.058859547177399274,5.222317176375299,C37,inteira,2024-05-02 1600UT,36,1,P1
-55.0,0.022921467684495683,9.441868292870762,C32,frente,2024-05-02 1600UT,11,1,P1
-50.0,0.022451873348982812,9.619137206962206,C32,frente,2024-05-02 1600UT,13,1,P1
-45.0,0.022267933655082006,9.690654220050696,C32,frente,2024-05-02 1600UT,16,1,P1
-50.0,0.02535901785922617,8.625332083649221,C32,traseira,2024-05-02 1600UT,9,1,P1
-45.0,0.021415982410360655,10.035597461498282,C32,traseira,2024-05-02 1600UT,21,1,P1
-60.0,0.02629237101390785,8.354046086708541,C38,inteira,2024-05-02 1600UT,26,1,P1
-55.0,0.021355654869881217,10.060976636487839,C38,inteira,2024-05-02 1600UT,211,1,P1
-50.0,0.02138971728493554,10.046632180354845,C38,inteira,2024-05-02 1600UT,1124,1,P1
-45.0,0.023455882457789214,9.248391842444514,C38,inteira,2024-05-02 1600UT,1384,1,P1
-65.0,0.0223361198110206,9.663935491967573,C34,frente,2024-05-02 1700UT,32,1,P1
-60.0,0.02349623392058435,9.23413005170989,C34,frente,2024-05-02 1700UT,309,1,P1
-55.0,0.02589855795120596,8.465941174743936,C34,frente,2024-05-02 1700UT,141,1,P1
-50.0,0.0321471486817669,7.05909862187836,C34,frente,2024-05-02 1700UT,73,1,P1
-45.0,0.03777934867069384,6.2877780942563675,C34,frente,2024-05-02 1700UT,47,1,P1
-70.0,0.019626163176106808,10.845568095728112,C34,traseira,2024-05-02 1700UT,111,1,P1
-65.0,0.02202697566598665,9.785622335738102,C34,traseira,2024-05-02 1700UT,269,1,P1
-60.0,0.019802481122439455,10.760306133421075,C34,traseira,2024-05-02 1700UT,169,1,P1
-55.0,0.021869560102416002,9.848859827257364,C34,traseira,2024-05-02 1700UT,40,1,P1
-50.0,0.02644187967264986,8.312513970925503,C34,traseira,2024-05-02 1700UT,29,1,P1
-45.0,0.04705155438870331,5.5946599888634125,C34,traseira,2024-05-02 1700UT,17,1,P1
-70.0,0.02090648896230426,10.25400145469332,C29,frente,2024-05-02 1700UT,6363,1,P1
-65.0,0.019092640596032835,11.11132739487784,C29,frente,2024-05-02 1700UT,11264,1,P1
-60.0,0.019293062244466547,11.010104852657877,C29,frente,2024-05-02 1700UT,13670,1,P1
-55.0,0.018098291046405673,11.63929950128243,C29,frente,2024-05-02 1700UT,6291,1,P1
-50.0,0.020303739719261586,10.524645440744465,C29,frente,2024-05-02 1700UT,3131,1,P1
-45.0,0.02227416065761731,9.688052855557137,C29,frente,2024-05-02 1700UT,2769,1,P1
-65.0,0.014745499533972202,13.77937968141071,C29,traseira,2024-05-02 1700UT,2107,1,P1
-60.0,0.017335425084978005,12.075079126242322,C29,traseira,2024-05-02 1700UT,7794,1,P1
-55.0,0.0180452987075247,11.668683669142377,C29,traseira,2024-05-02 1700UT,10382,1,P1
-50.0,0.01859824910897058,11.368368340267335,C29,traseira,2024-05-02 1700UT,13029,1,P1
-45.0,0.02203447375138467,9.782633019345258,C29,traseira,2024-05-02 1700UT,8723,1,P1
-65.0,0.02069501348973129,10.347413169123612,C35,frente,2024-05-02 1700UT,109,1,P1
-60.0,0.021992852342953704,9.79925014738723,C35,frente,2024-05-02 1700UT,73,1,P1
-55.0,0.022623694624863903,9.553469620201628,C35,frente,2024-05-02 1700UT,19,1,P1
-50.0,0.021878912673534583,9.845035918661171,C35,frente,2024-05-02 1700UT,13,1,P1
-45.0,0.04429042777615205,5.748509337924043,C35,frente,2024-05-02 1700UT,7,1,P1
-65.0,0.01749112002828856,11.983875877503031,C35,traseira,2024-05-02 1700UT,21,1,P1
-60.0,0.02158572294076632,9.964881275168178,C35,traseira,2024-05-02 1700UT,88,1,P1
-55.0,0.024647667011876685,8.846736516076565,C35,traseira,2024-05-02 1700UT,75,1,P1
-50.0,0.025870314222500974,8.521100146296707,C35,traseira,2024-05-02 1700UT,22,1,P1
-45.0,0.040903884740693376,5.993318078531658,C35,traseira,2024-05-02 1700UT,28,1,P1
-70.0,0.015627199563715537,13.157442912931343,C39,inteira,2024-05-02 1700UT,7,1,P1
-65.0,0.01548532721276082,13.25445824124747,C39,inteira,2024-05-02 1700UT,19,1,P1
-60.0,0.015233698415304794,13.429490229262957,C39,inteira,2024-05-02 1700UT,30,1,P1
-55.0,0.016286714131294743,12.721210899891979,C39,inteira,2024-05-02 1700UT,23,1,P1
-50.0,0.02204352933484965,9.779025253076902,C39,inteira,2024-05-02 1700UT,11,1,P1
-45.0,0.0250609867246767,8.71658220506934,C39,inteira,2024-05-02 1700UT,14,1,P1
-55.0,0.02101966097183907,10.20601712544677,C32,frente,2024-05-02 1700UT,18,1,P1
-50.0,0.02209358815225001,9.759220184571126,C32,frente,2024-05-02 1700UT,38,1,P1
-45.0,0.025999905360848567,8.436792424266974,C32,frente,2024-05-02 1700UT,49,1,P1
-60.0,0.020318357887681125,10.517919521809285,C32,traseira,2024-05-02 1700UT,19,1,P1
-55.0,0.020099484500433897,10.619669680140156,C32,traseira,2024-05-02 1700UT,18,1,P1
-50.0,0.02024809214269527,10.550604324316435,C32,traseira,2024-05-02 1700UT,32,1,P1
-45.0,0.020579752786992873,10.399229181731053,C32,traseira,2024-05-02 1700UT,22,1,P1
-65.0,0.02939081095193349,7.590882765953033,C40,inteira,2024-05-02 1700UT,50,1,P1
-60.0,0.030201845433986366,7.421483718992105,C40,inteira,2024-05-02 1700UT,640,1,P1
-55.0,0.030452732976941947,7.3713742361638435,C40,inteira,2024-05-02 1700UT,653,1,P1
-50.0,0.031248805717909164,7.219173103308751,C40,inteira,2024-05-02 1700UT,646,1,P1
-45.0,0.03644515810686158,6.439241271847224,C40,inteira,2024-05-02 1700UT,614,1,P1
-70.0,0.018383400469958008,11.483416884838917,C34,frente,2024-05-02 1800UT,34,1,P1
-65.0,0.0207225254491666,10.335167395824438,C34,frente,2024-05-02 1800UT,268,1,P1
-60.0,0.022662431787707764,9.538794278476193,C34,frente,2024-05-02 1800UT,661,1,P1
-55.0,0.025128229213667766,8.695734442712396,C34,frente,2024-05-02 1800UT,302,1,P1
-50.0,0.030216025628565006,7.418667634398102,C34,frente,2024-05-02 1800UT,154,1,P1
-45.0,0.03811375088405375,6.252387180734111,C34,frente,2024-05-02 1800UT,147,1,P1
-70.0,0.018228141666154343,11.567843709736792,C34,traseira,2024-05-02 1800UT,208,1,P1
-65.0,0.019966006916069028,10.682342078293965,C34,traseira,2024-05-02 1800UT,840,1,P1
-60.0,0.02447228274876375,8.90338245421783,C34,traseira,2024-05-02 1800UT,264,1,P1
-55.0,0.028051602254760704,7.896728806824063,C34,traseira,2024-05-02 1800UT,122,1,P1
-50.0,0.03179988743024319,7.1195562748808285,C34,traseira,2024-05-02 1800UT,69,1,P1
-45.0,0.038780946041274536,6.1846553379409865,C34,traseira,2024-05-02 1800UT,79,1,P1
-70.0,0.023349803079443895,9.286113843533128,C29,frente,2024-05-02 1800UT,7584,1,P1
-65.0,0.020589371848806198,10.394696785521646,C29,frente,2024-05-02 1800UT,6697,1,P1
-60.0,0.017253166660403572,12.123744451513597,C29,frente,2024-05-02 1800UT,6037,1,P1
-55.0,0.015371523868689996,13.333112730967027,C29,frente,2024-05-02 1800UT,6446,1,P1
-50.0,0.018084640068134275,11.646856543278917,C29,frente,2024-05-02 1800UT,9177,1,P1
-45.0,0.019326687740543233,10.99328736209494,C29,frente,2024-05-02 1800UT,5885,1,P1
-70.0,0.016173234220065964,12.794574099177439,C29,traseira,2024-05-02 1800UT,111,1,P1
-65.0,0.020098139412618593,10.620116724301845,C29,traseira,2024-05-02 1800UT,2474,1,P1
-60.0,0.0184677867502707,11.437982099856086,C29,traseira,2024-05-02 1800UT,7718,1,P1
-55.0,0.018391115184952428,11.479248061489955,C29,traseira,2024-05-02 1800UT,13336,1,P1
-50.0,0.020753994276867804,10.321194768481666,C29,traseira,2024-05-02 1800UT,12344,1,P1
-45.0,0.025412961932010637,8.609071561166695,C29,traseira,2024-05-02 1800UT,7851,1,P1
-60.0,0.04522616264402678,5.692395482311758,C40,frente,2024-05-02 1800UT,8,1,P1
-55.0,0.036155048507735876,6.474437664487154,C40,frente,2024-05-02 1800UT,207,1,P1
-50.0,0.033248654157621016,6.878521840430555,C40,frente,2024-05-02 1800UT,262,1,P1
-45.0,0.03250732360827093,6.998246624933285,C40,frente,2024-05-02 1800UT,118,1,P1
-55.0,0.038754324512635746,6.187286366612643,C40,traseira,2024-05-02 1800UT,67,1,P1
-50.0,0.03840320931588031,6.222539116108938,C40,traseira,2024-05-02 1800UT,195,1,P1
-45.0,0.04312402721342757,5.824917784479157,C40,traseira,2024-05-02 1800UT,191,1,P1
-60.0,0.025658890375925718,8.535859878968495,C34,frente,2024-05-02 1900UT,13,1,P1
-55.0,0.027938648512577328,7.924070558120951,C34,frente,2024-05-02 1900UT,17,1,P1
-50.0,0.033938997842964544,6.7734868161755655,C34,frente,2024-05-02 1900UT,13,1,P1
-45.0,0.040675600876196004,6.011631096554946,C34,frente,2024-05-02 1900UT,13,1,P1
-55.0,0.03577295704091501,6.522140591826554,C34,traseira,2024-05-02 1900UT,21,1,P1
-50.0,0.0344400314341371,6.7009633416966645,C34,traseira,2024-05-02 1900UT,31,1,P1
-45.0,0.03149013168462927,7.174980591986817,C34,traseira,2024-05-02 1900UT,17,1,P1
-70.0,0.025228111264741837,8.66509695449468,C29,frente,2024-05-02 1900UT,8300,1,P1
-65.0,0.02210966111453192,9.752760571212475,C29,frente,2024-05-02 1900UT,9511,1,P1
-60.0,0.020617005307808394,10.382288233767609,C29,frente,2024-05-02 1900UT,6841,1,P1
-55.0,0.020741423400954247,10.32677202870989,C29,frente,2024-05-02 1900UT,6625,1,P1
-50.0,0.020547657045803684,10.41348271036625,C29,frente,2024-05-02 1900UT,5870,1,P1
-45.0,0.025760223959963684,8.506127374690656,C29,frente,2024-05-02 1900UT,3078,1,P1
-70.0,0.019773095886424875,10.774599158195562,C29,traseira,2024-05-02 1900UT,8,1,P1
-65.0,0.02184075039046511,9.860469352520868,C29,traseira,2024-05-02 1900UT,2228,1,P1
-60.0,0.022454984360306518,9.617939846515517,C29,traseira,2024-05-02 1900UT,4338,1,P1
-55.0,0.018651956834751907,11.339929480468824,C29,traseira,2024-05-02 1900UT,7413,1,P1
-50.0,0.02127685214019444,10.094320901438588,C29,traseira,2024-05-02 1900UT,14918,1,P1
-45.0,0.023956385202153863,9.074841899002333,C29,traseira,2024-05-02 1900UT,12705,1,P1
-60.0,0.023144703921704406,9.360000401204644,C41,inteira,2024-05-02 1900UT,26,1,P1
-55.0,0.021827649092836677,9.865886805110248,C41,inteira,2024-05-02 1900UT,20,1,P1
-50.0,0.020452274173405234,10.456683570519196,C41,inteira,2024-05-02 1900UT,35,1,P1
-45.0,0.022336810867458097,9.663641011709197,C41,inteira,2024-05-02 1900UT,43,1,P1
