onda,quando,celula,clat,clon,area_nuc,tbmin,nflash,eletrificada,dir,frac_sol
O1_toros_01-04mai,2024-05-02 2000UT,C128,-28.151,-55.931,56,-57.7,0,0,"+0.35,-0.81",0.41
O1_toros_01-04mai,2024-05-02 2100UT,C138,-26.795,-54.371,27019,-77.6,29,1,,0.0
O1_toros_01-04mai,2024-05-02 2100UT,C128,-27.415,-55.939,92,-58.5,0,0,"+0.74,-0.01",0.0
O1_toros_01-04mai,2024-05-02 2100UT,C139,-29.229,-54.513,44,-60.1,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2100UT,C140,-29.45,-49.967,31,-56.0,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2200UT,C128,-26.18,-56.343,16843,-76.9,15,1,"+1.23,-0.40",0.0
O1_toros_01-04mai,2024-05-02 2200UT,C141,-24.989,-53.437,64,-63.3,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2200UT,C142,-25.269,-53.54,225,-68.7,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2200UT,C138,-25.564,-53.861,93,-69.0,25,1,"+1.23,+0.51",0.0
O1_toros_01-04mai,2024-05-02 2200UT,C143,-27.067,-52.312,8244,-77.0,7,1,,0.0
O1_toros_01-04mai,2024-05-02 2200UT,C144,-27.277,-53.843,71,-58.2,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2200UT,C145,-27.34,-53.444,27,-58.7,1,0,,0.0
O1_toros_01-04mai,2024-05-02 2200UT,C140,-28.95,-50.997,103,-56.4,0,0,"+0.50,-1.03",0.0
O1_toros_01-04mai,2024-05-02 2200UT,C146,-31.131,-46.824,56,-57.1,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2200UT,C147,-31.472,-46.58,108,-58.7,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2200UT,C148,-31.381,-47.742,50,-57.4,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2300UT,C128,-26.206,-56.309,18983,-77.5,8,1,"-0.03,+0.03",0.0
O1_toros_01-04mai,2024-05-02 2300UT,C143,-27.087,-51.669,9445,-77.2,1,0,"-0.02,+0.64",0.0
O1_toros_01-04mai,2024-05-02 2300UT,C145,-27.201,-53.272,136,-63.5,0,0,"+0.14,+0.17",0.0
O1_toros_01-04mai,2024-05-02 2300UT,C144,-27.973,-53.465,219,-60.9,0,0,"-0.70,+0.38",0.0
O1_toros_01-04mai,2024-05-02 2300UT,C149,-28.241,-54.775,93,-60.1,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2300UT,C150,-28.289,-52.737,27,-56.1,0,0,,0.0
O1_toros_01-04mai,2024-05-02 2300UT,C151,-32.386,-44.982,33,-56.2,0,0,,0.0
O1_toros_01-04mai,2024-05-03 1100UT,C152,-25.078,-49.7,39,-61.7,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C128,-26.017,-54.969,8808,-74.0,1,0,"+0.19,+1.34",0.36
O1_toros_01-04mai,2024-05-03 1100UT,C153,-25.439,-48.646,30,-57.3,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C154,-25.435,-52.527,29,-59.6,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C143,-25.676,-51.839,35,-58.2,0,0,"+1.41,-0.17",0.36
O1_toros_01-04mai,2024-05-03 1100UT,C145,-26.006,-52.866,443,-61.1,0,0,"+1.20,+0.41",0.36
O1_toros_01-04mai,2024-05-03 1100UT,C155,-26.089,-51.983,211,-59.5,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C156,-25.814,-57.979,38,-57.1,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C157,-26.233,-52.329,41,-58.3,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C158,-26.81,-52.258,722,-61.5,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C159,-27.299,-51.541,112,-58.5,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C160,-29.552,-49.652,193,-60.0,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C161,-30.114,-49.327,87,-60.9,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C162,-30.737,-47.869,789,-64.2,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C163,-30.402,-49.148,29,-60.4,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C164,-31.409,-46.781,317,-61.1,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C151,-31.94,-46.044,613,-61.9,0,0,"+0.45,-1.06",0.36
O1_toros_01-04mai,2024-05-03 1100UT,C165,-32.262,-45.231,71,-60.9,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C166,-32.599,-44.821,105,-59.9,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C167,-32.861,-44.61,109,-58.0,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1100UT,C168,-33.168,-44.098,118,-59.5,0,0,,0.36
O1_toros_01-04mai,2024-05-03 1200UT,C128,-26.102,-54.527,9629,-76.3,9,1,"-0.09,+0.44",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C145,-26.21,-52.699,240,-59.9,0,0,"-0.20,+0.17",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C161,-29.753,-48.579,101,-58.9,0,0,"+0.36,+0.75",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C162,-30.513,-47.219,420,-60.3,0,0,"+0.22,+0.65",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C163,-30.325,-48.055,68,-59.3,0,0,"+0.08,+1.09",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C164,-30.835,-47.731,47,-59.0,0,0,"+0.57,-0.95",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C151,-31.095,-46.548,345,-60.9,0,0,"+0.85,-0.50",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C165,-31.38,-46.056,257,-60.0,0,0,"+0.88,-0.83",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C166,-31.776,-45.562,88,-58.8,0,0,"+0.82,-0.74",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C169,-31.692,-45.835,45,-58.2,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1200UT,C167,-32.01,-44.933,109,-58.6,0,0,"+0.85,-0.32",1.0
O1_toros_01-04mai,2024-05-03 1200UT,C170,-32.201,-46.93,51,-58.7,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1200UT,C168,-32.391,-44.397,29,-55.9,0,0,"+0.78,-0.30",1.0
O1_toros_01-04mai,2024-05-03 1300UT,C171,-24.804,-57.269,463,-63.0,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1300UT,C128,-26.324,-54.064,11166,-73.9,4,0,"-0.22,+0.46",1.0
O1_toros_01-04mai,2024-05-03 1300UT,C145,-25.656,-52.36,27,-61.6,0,0,"+0.55,+0.34",1.0
O1_toros_01-04mai,2024-05-03 1300UT,C172,-26.048,-52.135,225,-58.0,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1300UT,C173,-26.45,-47.514,34,-58.7,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1300UT,C174,-26.513,-47.657,37,-58.8,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1300UT,C162,-30.224,-46.863,47,-57.4,0,0,"+0.29,+0.36",1.0
O1_toros_01-04mai,2024-05-03 1300UT,C151,-30.473,-46.397,137,-59.3,0,0,"+0.62,+0.15",1.0
O1_toros_01-04mai,2024-05-03 1300UT,C165,-30.897,-45.748,285,-61.4,0,0,"+0.48,+0.31",1.0
O1_toros_01-04mai,2024-05-03 1300UT,C166,-31.222,-45.363,68,-58.6,0,0,"+0.55,+0.20",1.0
O1_toros_01-04mai,2024-05-03 1300UT,C167,-31.639,-44.59,34,-56.2,0,0,"+0.37,+0.34",1.0
O1_toros_01-04mai,2024-05-03 1300UT,C168,-32.183,-44.182,26,-57.0,0,0,"+0.21,+0.22",1.0
O1_toros_01-04mai,2024-05-03 1400UT,C171,-25.178,-56.64,1800,-69.9,0,0,"-0.37,+0.63",1.0
O1_toros_01-04mai,2024-05-03 1400UT,C128,-26.602,-53.537,11280,-69.7,0,0,"-0.28,+0.53",1.0
O1_toros_01-04mai,2024-05-03 1400UT,C175,-25.627,-55.914,122,-62.2,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1400UT,C176,-25.643,-55.394,199,-65.7,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1400UT,C177,-27.596,-51.702,180,-60.7,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1400UT,C178,-27.725,-52.079,34,-57.3,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1500UT,C171,-25.076,-56.834,847,-64.9,0,0,"+0.10,-0.19",1.0
O1_toros_01-04mai,2024-05-03 1500UT,C176,-25.793,-55.631,3593,-67.6,0,0,"-0.15,-0.24",1.0
O1_toros_01-04mai,2024-05-03 1500UT,C175,-25.138,-57.331,26,-62.8,0,0,"+0.49,-1.42",1.0
O1_toros_01-04mai,2024-05-03 1500UT,C128,-25.527,-53.258,80,-61.9,1,0,"+1.07,+0.28",1.0
O1_toros_01-04mai,2024-05-03 1500UT,C179,-25.619,-52.758,32,-57.5,1,0,,1.0
O1_toros_01-04mai,2024-05-03 1500UT,C178,-26.569,-52.977,4281,-62.2,1,0,"+1.16,-0.90",1.0
O1_toros_01-04mai,2024-05-03 1500UT,C177,-26.287,-51.814,47,-56.9,0,0,"+1.31,-0.11",1.0
O1_toros_01-04mai,2024-05-03 1500UT,C180,-27.126,-51.95,386,-60.6,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1500UT,C181,-27.559,-53.958,231,-57.7,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1500UT,C182,-27.703,-53.758,59,-56.5,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1500UT,C183,-27.77,-53.545,35,-56.4,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1600UT,C176,-25.967,-55.46,6693,-70.8,0,0,"-0.17,+0.17",1.0
O1_toros_01-04mai,2024-05-03 1600UT,C171,-25.054,-55.929,134,-59.5,0,0,"+0.02,+0.91",1.0
O1_toros_01-04mai,2024-05-03 1600UT,C180,-26.94,-51.439,818,-59.1,0,0,"+0.19,+0.51",1.0
O1_toros_01-04mai,2024-05-03 1600UT,C178,-26.708,-53.8,37,-58.9,2,0,"-0.14,-0.82",1.0
O1_toros_01-04mai,2024-05-03 1600UT,C183,-26.897,-52.87,38,-56.3,0,0,"+0.87,+0.68",1.0
O1_toros_01-04mai,2024-05-03 1600UT,C177,-27.075,-52.687,59,-55.8,0,0,"-0.79,-0.87",1.0
O1_toros_01-04mai,2024-05-03 1700UT,C184,-24.987,-53.766,265,-66.0,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1700UT,C176,-26.127,-55.022,9057,-72.6,8,1,"-0.16,+0.44",1.0
O1_toros_01-04mai,2024-05-03 1800UT,C184,-25.224,-53.248,1277,-70.9,0,0,"-0.24,+0.52",1.0
O1_toros_01-04mai,2024-05-03 1800UT,C176,-26.391,-54.77,9442,-70.3,0,0,"-0.26,+0.25",1.0
O1_toros_01-04mai,2024-05-03 1800UT,C185,-25.487,-55.135,60,-56.3,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1800UT,C186,-25.915,-56.682,115,-62.7,1,0,,1.0
O1_toros_01-04mai,2024-05-03 1800UT,C187,-27.361,-53.321,101,-57.9,1,0,,1.0
O1_toros_01-04mai,2024-05-03 1900UT,C184,-25.111,-53.089,1380,-71.7,0,0,"+0.11,+0.16",1.0
O1_toros_01-04mai,2024-05-03 1900UT,C188,-25.412,-51.932,227,-58.0,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1900UT,C176,-26.618,-54.921,7664,-68.3,11,1,"-0.23,-0.15",1.0
O1_toros_01-04mai,2024-05-03 1900UT,C189,-26.003,-52.377,694,-64.5,2,0,,1.0
O1_toros_01-04mai,2024-05-03 1900UT,C190,-26.001,-51.887,72,-61.1,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1900UT,C187,-26.138,-53.759,44,-60.6,1,0,"+1.22,-0.44",1.0
O1_toros_01-04mai,2024-05-03 1900UT,C191,-26.43,-58.12,37,-64.4,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1900UT,C192,-26.679,-58.109,119,-60.7,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1900UT,C193,-26.931,-52.432,603,-60.9,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1900UT,C194,-27.52,-52.2,307,-60.7,0,0,,1.0
O1_toros_01-04mai,2024-05-03 1900UT,C195,-29.689,-50.286,56,-58.2,0,0,,1.0
O1_toros_01-04mai,2024-05-03 2000UT,C184,-24.882,-53.483,228,-72.4,0,0,"+0.23,-0.39",0.4
O1_toros_01-04mai,2024-05-03 2000UT,C188,-25.311,-52.472,2701,-69.5,0,0,"+0.10,-0.54",0.4
O1_toros_01-04mai,2024-05-03 2000UT,C176,-26.79,-54.967,5351,-66.5,4,0,"-0.17,-0.05",0.4
O1_toros_01-04mai,2024-05-03 2000UT,C196,-25.91,-56.099,41,-59.7,1,0,,0.4
O1_toros_01-04mai,2024-05-03 2000UT,C190,-26.203,-51.234,96,-58.3,0,0,"-0.20,+0.65",0.4
O1_toros_01-04mai,2024-05-03 2000UT,C192,-26.943,-57.211,643,-71.1,70,1,"-0.26,+0.90",0.4
O1_toros_01-04mai,2024-05-03 2000UT,C193,-26.854,-53.074,47,-57.1,0,0,"+0.08,-0.64",0.4
O1_toros_01-04mai,2024-05-03 2000UT,C194,-27.945,-51.352,570,-60.7,0,0,"-0.42,+0.85",0.4
O1_toros_01-04mai,2024-05-03 2100UT,C188,-25.254,-52.012,3376,-67.0,0,0,"+0.06,+0.46",0.0
O1_toros_01-04mai,2024-05-03 2100UT,C184,-25.747,-52.893,45,-60.1,14,1,"-0.86,+0.59",0.0
O1_toros_01-04mai,2024-05-03 2100UT,C190,-26.162,-52.284,600,-60.9,8,1,"+0.04,-1.05",0.0
O1_toros_01-04mai,2024-05-03 2100UT,C176,-26.317,-55.007,72,-58.2,0,0,"+0.47,-0.04",0.0
O1_toros_01-04mai,2024-05-03 2100UT,C197,-27.255,-55.094,5686,-67.8,0,0,,0.0
O1_toros_01-04mai,2024-05-03 2100UT,C193,-26.872,-53.808,76,-57.2,0,0,"-0.02,-0.73",0.0
O1_toros_01-04mai,2024-05-03 2100UT,C198,-28.099,-53.274,39,-56.1,0,0,,0.0
O1_toros_01-04mai,2024-05-03 2200UT,C184,-24.863,-53.303,115,-63.6,0,0,"+0.88,-0.41",0.0
O1_toros_01-04mai,2024-05-03 2200UT,C188,-25.337,-51.665,416,-58.6,0,0,"-0.08,+0.35",0.0
O1_toros_01-04mai,2024-05-03 2200UT,C199,-25.482,-50.76,561,-59.1,0,0,,0.0
O1_toros_01-04mai,2024-05-03 2200UT,C190,-25.713,-52.65,732,-66.8,3,0,"+0.45,-0.37",0.0
O1_toros_01-04mai,2024-05-03 2200UT,C200,-25.698,-52.102,126,-59.5,0,0,,0.0
O1_toros_01-04mai,2024-05-03 2200UT,C201,-26.622,-51.711,67,-57.1,0,0,,0.0
O1_toros_01-04mai,2024-05-03 2200UT,C197,-27.433,-54.865,5009,-69.5,2,0,"-0.18,+0.23",0.0
O1_toros_01-04mai,2024-05-03 2200UT,C202,-27.217,-51.371,47,-57.1,0,0,,0.0
O1_toros_01-04mai,2024-05-03 2200UT,C203,-27.251,-56.88,25,-58.2,13,1,,0.0
O1_toros_01-04mai,2024-05-03 2200UT,C204,-28.221,-55.123,46,-56.6,0,0,,0.0
O1_toros_01-04mai,2024-05-03 2200UT,C198,-28.382,-53.667,202,-57.5,0,0,"-0.28,-0.39",0.0
O1_toros_01-04mai,2024-05-03 2200UT,C205,-28.449,-54.88,50,-56.6,0,0,,0.0
O1_toros_01-04mai,2024-05-03 2300UT,C200,-25.127,-52.266,91,-58.5,0,0,"+0.57,-0.16",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C199,-25.371,-49.797,29,-58.5,0,0,"+0.11,+0.96",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C190,-25.741,-52.586,547,-63.8,0,0,"-0.03,+0.06",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C188,-25.786,-51.791,171,-59.1,0,0,"-0.45,-0.13",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C201,-26.24,-51.419,68,-57.4,0,0,"+0.38,+0.29",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C202,-26.276,-51.783,167,-58.0,0,0,"+0.94,-0.41",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C206,-26.474,-52.217,36,-57.1,1,0,,0.0
O1_toros_01-04mai,2024-05-03 2300UT,C197,-27.659,-54.26,5399,-67.6,0,0,"-0.23,+0.61",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C203,-27.698,-56.066,30,-56.5,0,0,"-0.45,+0.81",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C198,-27.764,-52.618,41,-57.0,0,0,"+0.62,+1.05",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C204,-27.909,-56.274,42,-57.0,0,0,"+0.31,-1.15",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C205,-28.55,-54.394,43,-57.0,0,0,"-0.10,+0.49",0.0
O1_toros_01-04mai,2024-05-03 2300UT,C207,-29.168,-52.785,32,-56.6,0,0,,0.0
O1_toros_01-04mai,2024-05-04 1100UT,C208,-25.527,-55.866,2242,-66.6,0,0,,0.34
O1_toros_01-04mai,2024-05-04 1100UT,C197,-26.517,-54.397,3274,-67.9,38,1,"+1.14,-0.14",0.34
O1_toros_01-04mai,2024-05-04 1100UT,C209,-28.972,-46.338,47,-58.2,0,0,,0.34
O1_toros_01-04mai,2024-05-04 1100UT,C210,-29.317,-46.448,48,-58.9,0,0,,0.34
O1_toros_01-04mai,2024-05-04 1100UT,C211,-29.863,-45.698,45,-56.8,0,0,,0.34
O1_toros_01-04mai,2024-05-04 1100UT,C212,-32.157,-47.174,126,-56.9,0,0,,0.34
O1_toros_01-04mai,2024-05-04 1100UT,C213,-32.564,-46.798,36,-56.1,0,0,,0.34
O1_toros_01-04mai,2024-05-04 1200UT,C197,-26.274,-54.764,4914,-66.4,66,1,"+0.24,-0.37",1.0
O1_toros_01-04mai,2024-05-04 1200UT,C208,-25.936,-54.571,64,-56.2,35,1,"-0.41,+1.29",1.0
O1_toros_01-04mai,2024-05-04 1200UT,C214,-26.172,-54.02,53,-57.8,53,1,,1.0
O1_toros_01-04mai,2024-05-04 1200UT,C215,-27.266,-53.226,219,-56.6,0,0,,1.0
O1_toros_01-04mai,2024-05-04 1200UT,C216,-27.182,-54.619,83,-66.2,10,1,,1.0
O1_toros_01-04mai,2024-05-04 1200UT,C211,-29.632,-45.35,31,-57.0,0,0,"+0.23,+0.35",1.0
O1_toros_01-04mai,2024-05-04 1200UT,C213,-32.836,-45.413,27,-56.2,0,0,"-0.27,+1.39",1.0
O1_toros_01-04mai,2024-05-04 1300UT,C197,-25.953,-55.142,1160,-63.1,1,0,"+0.32,-0.38",1.0
O1_toros_01-04mai,2024-05-04 1300UT,C217,-26.155,-57.236,37,-59.0,6,1,,1.0
O1_toros_01-04mai,2024-05-04 1300UT,C214,-26.335,-53.744,55,-60.2,10,1,"-0.16,+0.28",1.0
O1_toros_01-04mai,2024-05-04 1300UT,C216,-26.831,-54.295,2033,-64.1,26,1,"+0.35,+0.32",1.0
O1_toros_01-04mai,2024-05-04 1300UT,C208,-26.707,-55.744,158,-62.5,12,1,"-0.77,-1.17",1.0
O1_toros_01-04mai,2024-05-04 1300UT,C215,-26.86,-53.095,65,-57.0,1,0,"+0.41,+0.13",1.0
O1_toros_01-04mai,2024-05-04 1300UT,C218,-27.087,-52.963,129,-57.4,0,0,,1.0
O1_toros_01-04mai,2024-05-04 1300UT,C219,-27.735,-54.13,84,-63.2,28,1,,1.0
O1_toros_01-04mai,2024-05-04 1300UT,C211,-29.949,-45.367,63,-57.5,0,0,"-0.32,-0.02",1.0
O1_toros_01-04mai,2024-05-04 1300UT,C213,-32.525,-45.598,95,-56.5,0,0,"+0.31,-0.19",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C214,-26.034,-54.195,29,-59.6,0,0,"+0.30,-0.45",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C197,-26.235,-54.909,39,-57.1,0,0,"-0.28,+0.23",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C215,-26.511,-53.299,146,-67.8,39,1,"+0.35,-0.20",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C218,-26.602,-52.889,332,-60.1,7,1,"+0.48,+0.07",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C216,-26.539,-54.351,158,-57.3,3,0,"+0.29,-0.06",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C217,-26.535,-56.75,26,-61.2,25,1,"-0.38,+0.49",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C219,-26.871,-53.529,322,-59.1,41,1,"+0.86,+0.60",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C208,-26.848,-56.346,471,-65.4,25,1,"-0.14,-0.60",1.0
O1_toros_01-04mai,2024-05-04 1400UT,C220,-27.125,-53.249,26,-60.9,15,1,,1.0
O1_toros_01-04mai,2024-05-04 1400UT,C221,-27.339,-54.534,992,-65.7,7,1,,1.0
O1_toros_01-04mai,2024-05-04 1400UT,C222,-28.191,-53.522,89,-62.7,19,1,,1.0
O1_toros_01-04mai,2024-05-04 1500UT,C215,-26.483,-53.617,31,-57.4,18,1,"+0.03,-0.32",1.0
O1_toros_01-04mai,2024-05-04 1500UT,C218,-26.749,-52.393,660,-62.3,0,0,"-0.15,+0.50",1.0
O1_toros_01-04mai,2024-05-04 1500UT,C208,-27.095,-56.121,1062,-66.0,55,1,"-0.25,+0.22",1.0
O1_toros_01-04mai,2024-05-04 1500UT,C220,-27.264,-52.475,144,-61.9,18,1,"-0.14,+0.77",1.0
O1_toros_01-04mai,2024-05-04 1500UT,C221,-27.797,-54.144,939,-62.8,2,0,"-0.46,+0.39",1.0
O1_toros_01-04mai,2024-05-04 1600UT,C218,-26.974,-51.499,325,-58.3,0,0,"-0.23,+0.89",1.0
O1_toros_01-04mai,2024-05-04 1600UT,C208,-27.605,-55.262,1254,-63.5,48,1,"-0.51,+0.86",1.0
O1_toros_01-04mai,2024-05-04 1600UT,C220,-27.342,-52.19,43,-61.9,14,1,"-0.08,+0.28",1.0
O1_toros_01-04mai,2024-05-04 1600UT,C223,-27.489,-51.734,88,-59.0,0,0,,1.0
O1_toros_01-04mai,2024-05-04 1600UT,C221,-28.274,-53.523,595,-60.6,0,0,"-0.48,+0.62",1.0
O1_toros_01-04mai,2024-05-04 1700UT,C220,-27.028,-52.411,95,-59.5,1,0,"+0.31,-0.22",1.0
O1_toros_01-04mai,2024-05-04 1700UT,C223,-27.419,-51.495,67,-60.7,1,0,"+0.07,+0.24",1.0
O1_toros_01-04mai,2024-05-04 1700UT,C218,-27.625,-51.166,90,-56.6,0,0,"-0.65,+0.33",1.0
O1_toros_01-04mai,2024-05-04 1700UT,C208,-28.029,-54.569,1588,-62.2,48,1,"-0.42,+0.69",1.0
O1_toros_01-04mai,2024-05-04 1700UT,C224,-27.764,-55.924,45,-61.2,27,1,,1.0
O1_toros_01-04mai,2024-05-04 1700UT,C221,-28.036,-52.518,46,-56.8,0,0,"+0.24,+1.00",1.0
O1_toros_01-04mai,2024-05-04 1800UT,C208,-28.377,-53.898,1558,-64.6,23,1,"-0.35,+0.67",1.0
O1_toros_01-04mai,2024-05-04 1800UT,C221,-28.139,-53.199,39,-62.3,0,0,"-0.10,-0.68",1.0
O1_toros_01-04mai,2024-05-04 1800UT,C225,-28.535,-52.9,25,-56.2,0,0,,1.0
O1_toros_01-04mai,2024-05-04 1900UT,C226,-27.263,-51.131,70,-62.2,20,1,,1.0
O1_toros_01-04mai,2024-05-04 1900UT,C227,-27.68,-50.247,44,-57.7,1,0,,1.0
O1_toros_01-04mai,2024-05-04 1900UT,C225,-28.656,-53.06,1684,-61.7,11,1,"-0.12,-0.16",1.0
O1_toros_01-04mai,2024-05-04 1900UT,C208,-28.199,-53.572,47,-58.8,22,1,"+0.18,+0.33",1.0
O1_toros_01-04mai,2024-05-04 1900UT,C221,-28.684,-53.811,62,-60.4,22,1,"-0.55,-0.61",1.0
O1_toros_01-04mai,2024-05-04 2000UT,C227,-27.298,-50.178,26,-57.8,26,1,"+0.38,+0.07",0.38
O1_toros_01-04mai,2024-05-04 2000UT,C225,-28.33,-52.308,209,-60.0,11,1,"+0.33,+0.75",0.38
O1_toros_01-04mai,2024-05-04 2000UT,C208,-28.397,-52.869,142,-64.2,37,1,"-0.20,+0.70",0.38
O1_toros_01-04mai,2024-05-04 2000UT,C228,-28.828,-52.218,119,-57.5,19,1,,0.38
O1_toros_01-04mai,2024-05-04 2000UT,C221,-29.226,-52.692,774,-59.6,25,1,"-0.54,+1.12",0.38
O1_toros_01-04mai,2024-05-04 2000UT,C229,-29.111,-54.375,126,-62.7,19,1,,0.38
O1_toros_01-04mai,2024-05-04 2000UT,C230,-29.086,-53.984,117,-61.2,21,1,,0.38
O1_toros_01-04mai,2024-05-04 2100UT,C228,-28.51,-51.431,31,-57.1,10,1,"+0.32,+0.79",0.0
O1_toros_01-04mai,2024-05-04 2100UT,C225,-28.71,-51.739,331,-61.1,19,1,"-0.38,+0.57",0.0
O1_toros_01-04mai,2024-05-04 2100UT,C221,-29.501,-51.983,1350,-60.4,2,0,"-0.28,+0.71",0.0
O1_toros_01-04mai,2024-05-04 2100UT,C231,-29.063,-51.48,44,-58.0,12,1,,0.0
O1_toros_01-04mai,2024-05-04 2100UT,C230,-29.472,-53.518,538,-66.3,31,1,"-0.39,+0.47",0.0
O1_toros_01-04mai,2024-05-04 2100UT,C208,-29.748,-52.799,40,-56.7,3,0,"-1.35,+0.07",0.0
O1_toros_01-04mai,2024-05-04 2200UT,C231,-29.155,-50.99,42,-57.1,8,1,"-0.09,+0.49",0.0
O1_toros_01-04mai,2024-05-04 2200UT,C230,-29.339,-53.843,26,-58.6,22,1,"+0.13,-0.32",0.0
O1_toros_01-04mai,2024-05-04 2200UT,C208,-29.497,-53.933,41,-64.4,26,1,"+0.25,-1.13",0.0
O1_toros_01-04mai,2024-05-04 2200UT,C221,-29.859,-52.356,392,-59.0,0,0,"-0.36,-0.37",0.0
O1_toros_01-04mai,2024-05-04 2200UT,C225,-29.793,-51.086,27,-55.8,0,0,"-1.08,+0.65",0.0
O1_toros_01-04mai,2024-05-04 2200UT,C228,-29.859,-51.572,52,-57.3,0,0,"-1.35,-0.14",0.0
O1_toros_01-04mai,2024-05-04 2200UT,C232,-30.226,-51.033,199,-56.9,0,0,,0.0
O1_toros_01-04mai,2024-05-04 2200UT,C233,-30.064,-52.744,27,-56.6,55,1,,0.0
O1_toros_01-04mai,2024-05-04 2300UT,C225,-29.665,-50.323,40,-56.7,0,0,"+0.13,+0.76",0.0
O1_toros_01-04mai,2024-05-04 2300UT,C233,-29.77,-52.93,145,-63.5,6,1,"+0.29,-0.19",0.0
