T_bin,refl39_med,re_proxy_med,celula,metade,quando,n,valido_re,onda
-70.0,0.05331094928794219,5.352966641799275,C2,inteira,2024-05-01 1100UT,851,1,O1_toros_01-04mai
-65.0,0.0683021447434653,5.101200867774404,C2,inteira,2024-05-01 1100UT,3368,1,O1_toros_01-04mai
-60.0,0.05121967299244459,5.420165205361773,C2,inteira,2024-05-01 1100UT,2550,1,O1_toros_01-04mai
-55.0,0.053066870822596035,5.360219491986718,C2,inteira,2024-05-01 1100UT,2324,1,O1_toros_01-04mai
-50.0,0.0670036019212481,5.112772323201167,C2,inteira,2024-05-01 1100UT,1318,1,O1_toros_01-04mai
-45.0,0.06339004359928961,5.152390914810337,C2,inteira,2024-05-01 1100UT,687,1,O1_toros_01-04mai
-40.0,0.07207332835045924,5.0739095438271065,C2,inteira,2024-05-01 1100UT,337,1,O1_toros_01-04mai
-35.0,0.0866591077906269,5.021919142565092,C2,inteira,2024-05-01 1100UT,233,1,O1_toros_01-04mai
-30.0,0.09289555425051726,5.01303607584517,C2,inteira,2024-05-01 1100UT,296,1,O1_toros_01-04mai
-25.0,0.08601249511994977,5.023132642932476,C2,inteira,2024-05-01 1100UT,229,1,O1_toros_01-04mai
-20.0,0.09759449741529291,5.008811677901701,C2,inteira,2024-05-01 1100UT,149,1,O1_toros_01-04mai
-15.0,0.08501752709881896,5.025132422251356,C2,inteira,2024-05-01 1100UT,151,1,O1_toros_01-04mai
-70.0,0.12729460622767524,5.000744023717426,C3,inteira,2024-05-01 1100UT,30,1,O1_toros_01-04mai
-65.0,0.170721990957086,5.000019883204092,C3,inteira,2024-05-01 1100UT,37,1,O1_toros_01-04mai
-60.0,0.13899268514527668,5.000300644112247,C3,inteira,2024-05-01 1100UT,60,1,O1_toros_01-04mai
-55.0,0.040579486434726454,6.019766329271326,C3,inteira,2024-05-01 1100UT,263,1,O1_toros_01-04mai
-50.0,0.04194766619262291,5.909880990473514,C3,inteira,2024-05-01 1100UT,293,1,O1_toros_01-04mai
-45.0,0.044049765174897476,5.766867492408384,C3,inteira,2024-05-01 1100UT,86,1,O1_toros_01-04mai
-40.0,0.031312475334989334,7.2074401352798745,C3,inteira,2024-05-01 1100UT,76,1,O1_toros_01-04mai
-35.0,0.02786048853402585,7.943178158647528,C3,inteira,2024-05-01 1100UT,45,1,O1_toros_01-04mai
-30.0,0.027814213674495037,7.954549666499947,C3,inteira,2024-05-01 1100UT,41,1,O1_toros_01-04mai
-25.0,0.04314592017935475,5.823423115952066,C3,inteira,2024-05-01 1100UT,44,1,O1_toros_01-04mai
-20.0,0.021342589842863902,10.066489786878169,C3,inteira,2024-05-01 1100UT,31,1,O1_toros_01-04mai
-15.0,0.028712007326475636,7.785909048342683,C3,inteira,2024-05-01 1100UT,26,1,O1_toros_01-04mai
-55.0,0.04072752935918192,6.010547100499881,C4,inteira,2024-05-01 1100UT,26,1,O1_toros_01-04mai
-50.0,0.053591596500880904,5.344807498371741,C4,inteira,2024-05-01 1100UT,5,1,O1_toros_01-04mai
-45.0,0.0635268988164483,5.150662829955125,C4,inteira,2024-05-01 1100UT,33,1,O1_toros_01-04mai
-40.0,0.09843255459107325,5.008217284305771,C4,inteira,2024-05-01 1100UT,23,1,O1_toros_01-04mai
-35.0,0.06148688010771469,5.178581661678975,C4,inteira,2024-05-01 1100UT,33,1,O1_toros_01-04mai
-30.0,0.08928587994155365,5.017609925034508,C4,inteira,2024-05-01 1100UT,21,1,O1_toros_01-04mai
-25.0,0.08238291586883832,5.031302866398328,C4,inteira,2024-05-01 1100UT,19,1,O1_toros_01-04mai
-20.0,0.09129958280848849,5.014889467641009,C4,inteira,2024-05-01 1100UT,5,1,O1_toros_01-04mai
-60.0,0.07046704546141923,5.084495550163768,C7,inteira,2024-05-01 1100UT,43,1,O1_toros_01-04mai
-55.0,0.06363334029331046,5.149333851992772,C7,inteira,2024-05-01 1100UT,226,1,O1_toros_01-04mai
-50.0,0.06444960639702367,5.139512210452871,C7,inteira,2024-05-01 1100UT,239,1,O1_toros_01-04mai
-45.0,0.07413869422658546,5.062223213764206,C7,inteira,2024-05-01 1100UT,29,1,O1_toros_01-04mai
-60.0,0.08290329849182862,5.029974423049101,C8,inteira,2024-05-01 1100UT,89,1,O1_toros_01-04mai
-55.0,0.07775248277203148,5.046043957902331,C8,inteira,2024-05-01 1100UT,350,1,O1_toros_01-04mai
-50.0,0.06410657326962435,5.143578394301633,C8,inteira,2024-05-01 1100UT,238,1,O1_toros_01-04mai
-45.0,0.07865705750501924,5.042699955093491,C8,inteira,2024-05-01 1100UT,39,1,O1_toros_01-04mai
-40.0,0.09883518657623754,5.007946146646628,C8,inteira,2024-05-01 1100UT,17,1,O1_toros_01-04mai
-35.0,0.14321847116683828,5.000196730612244,C8,inteira,2024-05-01 1100UT,9,1,O1_toros_01-04mai
-30.0,0.17225965796161358,5.00001749187422,C8,inteira,2024-05-01 1100UT,15,1,O1_toros_01-04mai
-25.0,0.2619043146036659,5.000000009965246,C8,inteira,2024-05-01 1100UT,15,1,O1_toros_01-04mai
-20.0,0.27011344710264806,5.000000005603881,C8,inteira,2024-05-01 1100UT,12,1,O1_toros_01-04mai
-15.0,0.22366769527938238,5.000000241166752,C8,inteira,2024-05-01 1100UT,15,1,O1_toros_01-04mai
-60.0,0.050000640975552124,5.465090764655982,C9,inteira,2024-05-01 1100UT,121,1,O1_toros_01-04mai
-55.0,0.055273455056524166,5.299714966782243,C9,inteira,2024-05-01 1100UT,780,1,O1_toros_01-04mai
-50.0,0.07464147973277246,5.059669998093301,C9,inteira,2024-05-01 1100UT,411,1,O1_toros_01-04mai
-45.0,0.0978795185298457,5.008605963111002,C9,inteira,2024-05-01 1100UT,260,1,O1_toros_01-04mai
-40.0,0.13503773229231997,5.000388993868753,C9,inteira,2024-05-01 1100UT,177,1,O1_toros_01-04mai
-35.0,0.152256296351638,5.00009264346603,C9,inteira,2024-05-01 1100UT,30,1,O1_toros_01-04mai
-60.0,0.06201855440132435,5.170847214278467,C10,inteira,2024-05-01 1100UT,186,1,O1_toros_01-04mai
-55.0,0.07046356149014515,5.084520322953029,C10,inteira,2024-05-01 1100UT,348,1,O1_toros_01-04mai
-50.0,0.07903820624685615,5.041365014923011,C10,inteira,2024-05-01 1100UT,359,1,O1_toros_01-04mai
-45.0,0.09230206250602789,5.013696987471359,C10,inteira,2024-05-01 1100UT,268,1,O1_toros_01-04mai
-40.0,0.12775477153644899,5.000713710186198,C10,inteira,2024-05-01 1100UT,353,1,O1_toros_01-04mai
-35.0,0.1459421143558901,5.000156783375177,C10,inteira,2024-05-01 1100UT,371,1,O1_toros_01-04mai
-30.0,0.165082280131631,5.0000318122444725,C10,inteira,2024-05-01 1100UT,191,1,O1_toros_01-04mai
-25.0,0.18493815300652913,5.000006085225362,C10,inteira,2024-05-01 1100UT,70,1,O1_toros_01-04mai
-20.0,0.20590608574268204,5.000001059766475,C10,inteira,2024-05-01 1100UT,46,1,O1_toros_01-04mai
-15.0,0.20403011285992836,5.000001238868589,C10,inteira,2024-05-01 1100UT,49,1,O1_toros_01-04mai
-70.0,0.036420669284381604,6.442159449458472,C1,frente,2024-05-01 1200UT,1353,1,O1_toros_01-04mai
-65.0,0.039255489554498056,6.138722006024679,C1,frente,2024-05-01 1200UT,942,1,O1_toros_01-04mai
-60.0,0.03960740903936795,6.105812772229545,C1,frente,2024-05-01 1200UT,824,1,O1_toros_01-04mai
-55.0,0.03926289066485143,6.138020708320974,C1,frente,2024-05-01 1200UT,978,1,O1_toros_01-04mai
-50.0,0.04427309021895099,5.74959156315518,C1,frente,2024-05-01 1200UT,609,1,O1_toros_01-04mai
-45.0,0.05625267794705052,5.276229384614123,C1,frente,2024-05-01 1200UT,360,1,O1_toros_01-04mai
-40.0,0.07158460669424412,5.076981779921475,C1,frente,2024-05-01 1200UT,283,1,O1_toros_01-04mai
-35.0,0.08874451500055572,5.018434768185633,C1,frente,2024-05-01 1200UT,160,1,O1_toros_01-04mai
-30.0,0.10448257750039906,5.004967570413766,C1,frente,2024-05-01 1200UT,86,1,O1_toros_01-04mai
-25.0,0.12313585131240673,5.001048784335739,C1,frente,2024-05-01 1200UT,65,1,O1_toros_01-04mai
-20.0,0.12200945666121069,5.001151998129848,C1,frente,2024-05-01 1200UT,35,1,O1_toros_01-04mai
-15.0,0.1330181721496565,5.000460291627065,C1,frente,2024-05-01 1200UT,41,1,O1_toros_01-04mai
-70.0,0.0332079403229219,6.884889172806236,C1,traseira,2024-05-01 1200UT,1698,1,O1_toros_01-04mai
-65.0,0.028638056442002728,7.758515778308551,C1,traseira,2024-05-01 1200UT,1218,1,O1_toros_01-04mai
-60.0,0.02472216603312506,8.822928985328232,C1,traseira,2024-05-01 1200UT,751,1,O1_toros_01-04mai
-55.0,0.0226619104186402,9.539004602700514,C1,traseira,2024-05-01 1200UT,482,1,O1_toros_01-04mai
-50.0,0.023068102342725407,9.387920917348083,C1,traseira,2024-05-01 1200UT,285,1,O1_toros_01-04mai
-45.0,0.026394250680195477,8.325693484102992,C1,traseira,2024-05-01 1200UT,210,1,O1_toros_01-04mai
-40.0,0.027528647444191697,8.025702899553995,C1,traseira,2024-05-01 1200UT,221,1,O1_toros_01-04mai
-35.0,0.02591316625616613,8.46175032188489,C1,traseira,2024-05-01 1200UT,196,1,O1_toros_01-04mai
-30.0,0.02830865434998773,7.837622741807529,C1,traseira,2024-05-01 1200UT,160,1,O1_toros_01-04mai
-25.0,0.03502944760812442,6.619434068294618,C1,traseira,2024-05-01 1200UT,139,1,O1_toros_01-04mai
-20.0,0.032390306446259204,7.017796005029756,C1,traseira,2024-05-01 1200UT,156,1,O1_toros_01-04mai
-15.0,0.03466529422164826,6.669330859486297,C1,traseira,2024-05-01 1200UT,199,1,O1_toros_01-04mai
-60.0,0.030754391130058217,7.312507413681654,C2,frente,2024-05-01 1200UT,56,1,O1_toros_01-04mai
-55.0,0.03178312313607225,7.122523158627043,C2,frente,2024-05-01 1200UT,134,1,O1_toros_01-04mai
-50.0,0.026117859129722074,8.40318978682839,C2,frente,2024-05-01 1200UT,420,1,O1_toros_01-04mai
-45.0,0.02790816010688156,7.9315091912437605,C2,frente,2024-05-01 1200UT,87,1,O1_toros_01-04mai
-40.0,0.031782200796821626,7.122744104597684,C2,frente,2024-05-01 1200UT,42,1,O1_toros_01-04mai
-35.0,0.0359537857977302,6.49937531572765,C2,frente,2024-05-01 1200UT,25,1,O1_toros_01-04mai
-60.0,0.03231293278941584,7.030847071348006,C2,traseira,2024-05-01 1200UT,53,1,O1_toros_01-04mai
-55.0,0.030457531834452673,7.3704261018362125,C2,traseira,2024-05-01 1200UT,233,1,O1_toros_01-04mai
-50.0,0.03341324271093961,6.852915767834048,C2,traseira,2024-05-01 1200UT,211,1,O1_toros_01-04mai
-45.0,0.031271557121030545,7.216768548121612,C2,traseira,2024-05-01 1200UT,82,1,O1_toros_01-04mai
-40.0,0.029107480490920053,7.652690703050158,C2,traseira,2024-05-01 1200UT,62,1,O1_toros_01-04mai
-35.0,0.03219100798775186,7.051607063596595,C2,traseira,2024-05-01 1200UT,52,1,O1_toros_01-04mai
-30.0,0.04272564773975524,5.852763298199238,C2,traseira,2024-05-01 1200UT,31,1,O1_toros_01-04mai
-25.0,0.04679429405832225,5.608083699258042,C2,traseira,2024-05-01 1200UT,20,1,O1_toros_01-04mai
-20.0,0.05111447079430202,5.423864330073033,C2,traseira,2024-05-01 1200UT,11,1,O1_toros_01-04mai
-70.0,0.03929689332566696,6.134799826644958,C3,frente,2024-05-01 1200UT,41,1,O1_toros_01-04mai
-65.0,0.039844235881249336,6.084205635149326,C3,frente,2024-05-01 1200UT,204,1,O1_toros_01-04mai
-60.0,0.03975303606986719,6.092473483000431,C3,frente,2024-05-01 1200UT,427,1,O1_toros_01-04mai
-55.0,0.033658946753529435,6.815362477764825,C3,frente,2024-05-01 1200UT,482,1,O1_toros_01-04mai
-50.0,0.029178255506290177,7.6371015669181315,C3,frente,2024-05-01 1200UT,388,1,O1_toros_01-04mai
-45.0,0.027520674847602053,8.027869174416033,C3,frente,2024-05-01 1200UT,286,1,O1_toros_01-04mai
-40.0,0.030501980240425566,7.361674740496419,C3,frente,2024-05-01 1200UT,130,1,O1_toros_01-04mai
-35.0,0.03326321610329066,6.8764503227968214,C3,frente,2024-05-01 1200UT,90,1,O1_toros_01-04mai
-30.0,0.033468619668147376,6.84438473082793,C3,frente,2024-05-01 1200UT,131,1,O1_toros_01-04mai
-25.0,0.04180160772829389,5.921332748338554,C3,frente,2024-05-01 1200UT,36,1,O1_toros_01-04mai
-20.0,0.03755286962850539,6.312313459498915,C3,frente,2024-05-01 1200UT,49,1,O1_toros_01-04mai
-15.0,0.053974885443006194,5.334122822528137,C3,frente,2024-05-01 1200UT,50,1,O1_toros_01-04mai
-70.0,0.04407641902979131,5.761978043902303,C3,traseira,2024-05-01 1200UT,137,1,O1_toros_01-04mai
-65.0,0.04589623593464896,5.654770712970704,C3,traseira,2024-05-01 1200UT,302,1,O1_toros_01-04mai
-60.0,0.05008806806993342,5.461717565942226,C3,traseira,2024-05-01 1200UT,262,1,O1_toros_01-04mai
-55.0,0.040640059822687806,6.014631740858402,C3,traseira,2024-05-01 1200UT,205,1,O1_toros_01-04mai
-50.0,0.027712577494118568,7.9796876430781385,C3,traseira,2024-05-01 1200UT,96,1,O1_toros_01-04mai
-45.0,0.0336003337754406,6.824857895738118,C3,traseira,2024-05-01 1200UT,46,1,O1_toros_01-04mai
-40.0,0.037558708565526164,6.3116750718541015,C3,traseira,2024-05-01 1200UT,45,1,O1_toros_01-04mai
-35.0,0.03284141664967953,6.962135079087478,C3,traseira,2024-05-01 1200UT,26,1,O1_toros_01-04mai
-30.0,0.04590335657285546,5.654393799487499,C3,traseira,2024-05-01 1200UT,26,1,O1_toros_01-04mai
-25.0,0.036824038428020636,6.395259792900376,C3,traseira,2024-05-01 1200UT,24,1,O1_toros_01-04mai
-20.0,0.08894798112948339,5.018112836754484,C3,traseira,2024-05-01 1200UT,69,1,O1_toros_01-04mai
-15.0,0.10044942569451086,5.006977444203871,C3,traseira,2024-05-01 1200UT,58,1,O1_toros_01-04mai
-60.0,0.02815769605453533,7.871178895607985,C7,frente,2024-05-01 1200UT,15,1,O1_toros_01-04mai
-55.0,0.024865155365468728,8.777652849771926,C7,frente,2024-05-01 1200UT,246,1,O1_toros_01-04mai
-50.0,0.023865965473743433,9.105756908885109,C7,frente,2024-05-01 1200UT,38,1,O1_toros_01-04mai
-60.0,0.02966827798888286,7.531573085866951,C7,traseira,2024-05-01 1200UT,11,1,O1_toros_01-04mai
-55.0,0.027161417539502703,8.11972831666199,C7,traseira,2024-05-01 1200UT,35,1,O1_toros_01-04mai
-65.0,0.04318765944678919,5.820594941305677,C8,frente,2024-05-01 1200UT,50,1,O1_toros_01-04mai
-60.0,0.03246700650433727,7.004938739247978,C8,frente,2024-05-01 1200UT,1811,1,O1_toros_01-04mai
-55.0,0.02809187379011572,7.8869711282370325,C8,frente,2024-05-01 1200UT,1634,1,O1_toros_01-04mai
-50.0,0.02849184072318897,7.792332648928122,C8,frente,2024-05-01 1200UT,994,1,O1_toros_01-04mai
-45.0,0.026971231757300082,8.1699132926409,C8,frente,2024-05-01 1200UT,220,1,O1_toros_01-04mai
-40.0,0.02084852741154472,10.279440347806755,C8,frente,2024-05-01 1200UT,15,1,O1_toros_01-04mai
-65.0,0.04398027507101368,5.768107531299808,C8,traseira,2024-05-01 1200UT,283,1,O1_toros_01-04mai
-60.0,0.03954668179213596,6.111422321345177,C8,traseira,2024-05-01 1200UT,1611,1,O1_toros_01-04mai
-55.0,0.042006953830775226,5.905402451272204,C8,traseira,2024-05-01 1200UT,908,1,O1_toros_01-04mai
-50.0,0.03676939662496031,6.4008525229430635,C8,traseira,2024-05-01 1200UT,1007,1,O1_toros_01-04mai
-45.0,0.04485865185760397,5.713891987232948,C8,traseira,2024-05-01 1200UT,283,1,O1_toros_01-04mai
-40.0,0.06910479835895314,5.094655814372712,C8,traseira,2024-05-01 1200UT,196,1,O1_toros_01-04mai
-35.0,0.06365892424622394,5.149042338536653,C8,traseira,2024-05-01 1200UT,80,1,O1_toros_01-04mai
-30.0,0.08471998283517423,5.025763379671197,C8,traseira,2024-05-01 1200UT,59,1,O1_toros_01-04mai
-25.0,0.0828124435366634,5.030202228083408,C8,traseira,2024-05-01 1200UT,21,1,O1_toros_01-04mai
-70.0,0.036503820320380645,6.432201259532134,C4,frente,2024-05-01 1200UT,274,1,O1_toros_01-04mai
-65.0,0.039595215454649946,6.106937418174592,C4,frente,2024-05-01 1200UT,774,1,O1_toros_01-04mai
-60.0,0.030322791331065302,7.3971921801044385,C4,frente,2024-05-01 1200UT,3522,1,O1_toros_01-04mai
-55.0,0.03086237881396829,7.291788416098491,C4,frente,2024-05-01 1200UT,2249,1,O1_toros_01-04mai
-50.0,0.03392188509224074,6.776018148709991,C4,frente,2024-05-01 1200UT,888,1,O1_toros_01-04mai
-45.0,0.03803191809369988,6.260956895811116,C4,frente,2024-05-01 1200UT,325,1,O1_toros_01-04mai
-40.0,0.04975199982423803,5.474828019988161,C4,frente,2024-05-01 1200UT,121,1,O1_toros_01-04mai
-35.0,0.049841950515002995,5.47255422281034,C4,frente,2024-05-01 1200UT,48,1,O1_toros_01-04mai
-30.0,0.030345153609577208,7.392729060586461,C4,frente,2024-05-01 1200UT,19,1,O1_toros_01-04mai
-70.0,0.05320715421614107,5.356032900114016,C4,traseira,2024-05-01 1200UT,1171,1,O1_toros_01-04mai
-65.0,0.06893053707145953,5.096037739885544,C4,traseira,2024-05-01 1200UT,615,1,O1_toros_01-04mai
-60.0,0.04151412068598473,5.943358677744351,C4,traseira,2024-05-01 1200UT,1618,1,O1_toros_01-04mai
-55.0,0.03673125389631342,6.405312334455953,C4,traseira,2024-05-01 1200UT,1804,1,O1_toros_01-04mai
-50.0,0.03232635799265293,7.0285783225148215,C4,traseira,2024-05-01 1200UT,992,1,O1_toros_01-04mai
-45.0,0.03415422016465089,6.741962529131062,C4,traseira,2024-05-01 1200UT,383,1,O1_toros_01-04mai
-40.0,0.035216640317271786,6.594381880306365,C4,traseira,2024-05-01 1200UT,256,1,O1_toros_01-04mai
-35.0,0.032473757283376876,7.003917186255924,C4,traseira,2024-05-01 1200UT,150,1,O1_toros_01-04mai
-30.0,0.030297864052798162,7.403025519209762,C4,traseira,2024-05-01 1200UT,106,1,O1_toros_01-04mai
-25.0,0.03953895635029762,6.112138070757258,C4,traseira,2024-05-01 1200UT,59,1,O1_toros_01-04mai
-20.0,0.03301543819559082,6.9153700955865345,C4,traseira,2024-05-01 1200UT,41,1,O1_toros_01-04mai
-15.0,0.02776062934889352,7.9677722957098,C4,traseira,2024-05-01 1200UT,39,1,O1_toros_01-04mai
-60.0,0.03749861065524329,6.3470604447374885,C5,frente,2024-05-01 1200UT,20,1,O1_toros_01-04mai
-55.0,0.027541211402324715,8.02253665698628,C5,frente,2024-05-01 1200UT,99,1,O1_toros_01-04mai
-50.0,0.024821486567832125,8.79141828843382,C5,frente,2024-05-01 1200UT,77,1,O1_toros_01-04mai
-45.0,0.02521635791860286,8.668688428561627,C5,frente,2024-05-01 1200UT,51,1,O1_toros_01-04mai
-40.0,0.03352163613768176,6.836882731228006,C5,frente,2024-05-01 1200UT,22,1,O1_toros_01-04mai
-35.0,0.04632443545662343,5.6326710901266726,C5,frente,2024-05-01 1200UT,26,1,O1_toros_01-04mai
-30.0,0.06981626554698059,5.089204414808429,C5,frente,2024-05-01 1200UT,11,1,O1_toros_01-04mai
-25.0,0.08453500683739018,5.026163590207714,C5,frente,2024-05-01 1200UT,9,1,O1_toros_01-04mai
-20.0,0.1011149170074121,5.006572684202424,C5,frente,2024-05-01 1200UT,6,1,O1_toros_01-04mai
-15.0,0.10943881053920085,5.003287507496886,C5,frente,2024-05-01 1200UT,6,1,O1_toros_01-04mai
-65.0,0.03432749590928573,6.7250467959147455,C5,traseira,2024-05-01 1200UT,8,1,O1_toros_01-04mai
-60.0,0.035234473276634516,6.592000299063205,C5,traseira,2024-05-01 1200UT,27,1,O1_toros_01-04mai
-55.0,0.03256250852082402,6.991720967055285,C5,traseira,2024-05-01 1200UT,50,1,O1_toros_01-04mai
-50.0,0.028289515798780307,7.839811656283122,C5,traseira,2024-05-01 1200UT,45,1,O1_toros_01-04mai
-45.0,0.02448343772158248,8.899762787847997,C5,traseira,2024-05-01 1200UT,28,1,O1_toros_01-04mai
-40.0,0.038483302947887044,6.243226043820039,C5,traseira,2024-05-01 1200UT,16,1,O1_toros_01-04mai
-35.0,0.04710992066274683,5.601863398439885,C5,traseira,2024-05-01 1200UT,12,1,O1_toros_01-04mai
-30.0,0.05301755032804342,5.361703012135346,C5,traseira,2024-05-01 1200UT,13,1,O1_toros_01-04mai
-25.0,0.05764901979568637,5.245897833229384,C5,traseira,2024-05-01 1200UT,14,1,O1_toros_01-04mai
-20.0,0.10413594788933504,5.00704024373706,C5,traseira,2024-05-01 1200UT,8,1,O1_toros_01-04mai
-15.0,0.07697791580797544,5.049113126602314,C5,traseira,2024-05-01 1200UT,17,1,O1_toros_01-04mai
-65.0,0.03867143513279236,6.195515875564209,C6,frente,2024-05-01 1200UT,11,1,O1_toros_01-04mai
-60.0,0.03177852159835383,7.123350148426565,C6,frente,2024-05-01 1200UT,62,1,O1_toros_01-04mai
-55.0,0.03215913581753326,7.057874281785804,C6,frente,2024-05-01 1200UT,70,1,O1_toros_01-04mai
-50.0,0.028698559737136198,7.7447701851458115,C6,frente,2024-05-01 1200UT,64,1,O1_toros_01-04mai
-45.0,0.024522136122427457,8.88952083626949,C6,frente,2024-05-01 1200UT,50,1,O1_toros_01-04mai
-40.0,0.02404119646139559,9.0461440582379,C6,frente,2024-05-01 1200UT,45,1,O1_toros_01-04mai
-35.0,0.03520662671097394,6.595698900531297,C6,frente,2024-05-01 1200UT,23,1,O1_toros_01-04mai
-30.0,0.04096482905886922,5.991614748436355,C6,frente,2024-05-01 1200UT,18,1,O1_toros_01-04mai
-25.0,0.03444981769723792,6.710745589030559,C6,frente,2024-05-01 1200UT,12,1,O1_toros_01-04mai
-20.0,0.036102119870691035,6.4952546755011005,C6,frente,2024-05-01 1200UT,18,1,O1_toros_01-04mai
-15.0,0.03518022541390449,6.599213475394766,C6,frente,2024-05-01 1200UT,17,1,O1_toros_01-04mai
-60.0,0.03447044206442326,6.698223567207315,C6,traseira,2024-05-01 1200UT,34,1,O1_toros_01-04mai
-55.0,0.045574520223314985,5.672683379328504,C6,traseira,2024-05-01 1200UT,46,1,O1_toros_01-04mai
-50.0,0.032000751870618085,7.08564815737669,C6,traseira,2024-05-01 1200UT,44,1,O1_toros_01-04mai
-45.0,0.025992562375366148,8.43889611428602,C6,traseira,2024-05-01 1200UT,22,1,O1_toros_01-04mai
-40.0,0.02684766018272519,8.202373861281503,C6,traseira,2024-05-01 1200UT,23,1,O1_toros_01-04mai
-35.0,0.02334060092727464,9.289675465558336,C6,traseira,2024-05-01 1200UT,10,1,O1_toros_01-04mai
-30.0,0.031961503877370775,7.091201382966999,C6,traseira,2024-05-01 1200UT,9,1,O1_toros_01-04mai
-25.0,0.02637718060408009,8.33435821276882,C6,traseira,2024-05-01 1200UT,8,1,O1_toros_01-04mai
-20.0,0.022844045474216947,9.470619213212881,C6,traseira,2024-05-01 1200UT,9,1,O1_toros_01-04mai
-15.0,0.02595772304224961,8.642012909458316,C6,traseira,2024-05-01 1200UT,12,1,O1_toros_01-04mai
-60.0,0.048211031971779714,5.539907625496884,C11,inteira,2024-05-01 1200UT,182,1,O1_toros_01-04mai
-55.0,0.04263585816835564,5.859168000717251,C11,inteira,2024-05-01 1200UT,453,1,O1_toros_01-04mai
-50.0,0.040782543855274626,6.0026555802123305,C11,inteira,2024-05-01 1200UT,447,1,O1_toros_01-04mai
-45.0,0.05126523676651436,5.418572284053735,C11,inteira,2024-05-01 1200UT,175,1,O1_toros_01-04mai
-40.0,0.05379543738582365,5.339005460162015,C11,inteira,2024-05-01 1200UT,316,1,O1_toros_01-04mai
-35.0,0.07140194745813308,5.078213357384826,C11,inteira,2024-05-01 1200UT,96,1,O1_toros_01-04mai
-30.0,0.09227212411880978,5.013730353748354,C11,inteira,2024-05-01 1200UT,19,1,O1_toros_01-04mai
-25.0,0.1072550055889248,5.00393942797293,C11,inteira,2024-05-01 1200UT,11,1,O1_toros_01-04mai
-20.0,0.11503532436624124,5.002059937474434,C11,inteira,2024-05-01 1200UT,7,1,O1_toros_01-04mai
-60.0,0.054194322928835456,5.327916526376678,C12,inteira,2024-05-01 1200UT,147,1,O1_toros_01-04mai
-55.0,0.04488885347361106,5.712097522030631,C12,inteira,2024-05-01 1200UT,989,1,O1_toros_01-04mai
-50.0,0.03835729886019389,6.227225352187117,C12,inteira,2024-05-01 1200UT,687,1,O1_toros_01-04mai
-45.0,0.037615560125974834,6.305476012775804,C12,inteira,2024-05-01 1200UT,92,1,O1_toros_01-04mai
-40.0,0.033454733272289774,6.847479974965877,C12,inteira,2024-05-01 1200UT,8,1,O1_toros_01-04mai
-60.0,0.02558089164272769,8.55891744962066,C13,inteira,2024-05-01 1200UT,81,1,O1_toros_01-04mai
-55.0,0.026356724466523155,8.336104056874031,C13,inteira,2024-05-01 1200UT,443,1,O1_toros_01-04mai
-50.0,0.027868144532111536,7.941303054892364,C13,inteira,2024-05-01 1200UT,528,1,O1_toros_01-04mai
-45.0,0.023208815869386723,9.336881499632039,C13,inteira,2024-05-01 1200UT,286,1,O1_toros_01-04mai
-40.0,0.021574423807068165,9.969547208721085,C13,inteira,2024-05-01 1200UT,117,1,O1_toros_01-04mai
-35.0,0.0187717482158732,11.276955251451577,C13,inteira,2024-05-01 1200UT,29,1,O1_toros_01-04mai
-30.0,0.018123918508923358,11.628892806274852,C13,inteira,2024-05-01 1200UT,6,1,O1_toros_01-04mai
-60.0,0.03324963959664087,6.87835289845677,C14,inteira,2024-05-01 1200UT,170,1,O1_toros_01-04mai
-55.0,0.028532310427619167,7.782931437419075,C14,inteira,2024-05-01 1200UT,437,1,O1_toros_01-04mai
-50.0,0.02574396122027557,8.51088199869766,C14,inteira,2024-05-01 1200UT,472,1,O1_toros_01-04mai
-45.0,0.02697766067350261,8.167868588546122,C14,inteira,2024-05-01 1200UT,261,1,O1_toros_01-04mai
-40.0,0.0335435559834896,6.832903001759328,C14,inteira,2024-05-01 1200UT,75,1,O1_toros_01-04mai
-35.0,0.05574658884543542,5.288127643974029,C14,inteira,2024-05-01 1200UT,33,1,O1_toros_01-04mai
-30.0,0.0686267171683262,5.098500296988362,C14,inteira,2024-05-01 1200UT,19,1,O1_toros_01-04mai
-25.0,0.08278224274659479,5.03028922610785,C14,inteira,2024-05-01 1200UT,16,1,O1_toros_01-04mai
-20.0,0.09210524981895274,5.01392309891984,C14,inteira,2024-05-01 1200UT,14,1,O1_toros_01-04mai
-15.0,0.0950347863361815,5.011367851170954,C14,inteira,2024-05-01 1200UT,6,1,O1_toros_01-04mai
-60.0,0.0387949705569284,6.183271628564779,C15,inteira,2024-05-01 1200UT,69,1,O1_toros_01-04mai
-55.0,0.033383257449659455,6.857551570947974,C15,inteira,2024-05-01 1200UT,209,1,O1_toros_01-04mai
-50.0,0.030479352298775683,7.3661269210672105,C15,inteira,2024-05-01 1200UT,322,1,O1_toros_01-04mai
-45.0,0.027997839487527446,7.909682855950873,C15,inteira,2024-05-01 1200UT,201,1,O1_toros_01-04mai
-40.0,0.030317764783512002,7.398196467628972,C15,inteira,2024-05-01 1200UT,289,1,O1_toros_01-04mai
-35.0,0.04573933386617189,5.663375705819375,C15,inteira,2024-05-01 1200UT,77,1,O1_toros_01-04mai
